"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
18879,"Chuckanut Brewery & Kitchen",1276460208,4,3.5,4,"Kölsch",4,4,"Kolsch",5,51491
18879,"Chuckanut Brewery & Kitchen",1279417453,4,3.5,3.5,"Bock",4,3.5,"Bock",7,56193
18879,"Chuckanut Brewery & Kitchen",1276460667,3,3.5,3.5,"Foreign / Export Stout",3,3,"Export Stout",5.5,59177
18879,"Chuckanut Brewery & Kitchen",1279418575,4,3.5,3.5,"Kölsch",4,4,"Kolsch",5,51491
18879,"Chuckanut Brewery & Kitchen",1316133474,4,4,4,"Vienna Lager",4.5,4.5,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1313358949,5,3.5,3.5,"Vienna Lager",4.5,5,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1304099877,3.5,3,3,"Vienna Lager",3,3,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1281940222,4,3.5,4.5,"Vienna Lager",4,4,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1279419201,3.5,3,4,"Vienna Lager",4,4,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1256839085,4,3.5,3,"Vienna Lager",3.5,4,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1255710544,4,3.5,3.5,"Vienna Lager",3.5,4,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1255652911,4.5,4,4.5,"Vienna Lager",4,4,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1250889676,4,3,3,"Vienna Lager",3,3.5,"Vienna Lager",5,52038
18879,"Chuckanut Brewery & Kitchen",1304098761,3,3,3.5,"English India Pale Ale (IPA)",3.5,3.5,"British IPA",NA,55058
18879,"Chuckanut Brewery & Kitchen",1302488636,3.5,3,4,"English India Pale Ale (IPA)",3.5,3.5,"British IPA",NA,55058
18879,"Chuckanut Brewery & Kitchen",1297656419,3,2,3,"English India Pale Ale (IPA)",3,3,"British IPA",NA,55058
18879,"Chuckanut Brewery & Kitchen",1276459948,3,3.5,3.5,"English India Pale Ale (IPA)",3,3,"British IPA",NA,55058
18879,"Chuckanut Brewery & Kitchen",1262040575,4,3.5,3.5,"English India Pale Ale (IPA)",3,3.5,"British IPA",NA,55058
18879,"Chuckanut Brewery & Kitchen",1319435340,3.5,3,4.5,"Altbier",4,3.5,"Alt",5,52516
18879,"Chuckanut Brewery & Kitchen",1302490282,3.5,3,4,"Altbier",4,3.5,"Alt",5,52516
18879,"Chuckanut Brewery & Kitchen",1257897939,4,3.5,4.5,"Altbier",4,3.5,"Alt",5,52516
18879,"Chuckanut Brewery & Kitchen",1252610596,4,3,3.5,"Altbier",3.5,4,"Alt",5,52516
18879,"Chuckanut Brewery & Kitchen",1302489030,3.5,4,3.5,"Kölsch",4,3.5,"Kolsch",5,51491
18879,"Chuckanut Brewery & Kitchen",1296168817,4,3.5,3.5,"Kölsch",4,3.5,"Kolsch",5,51491
18879,"Chuckanut Brewery & Kitchen",1286862425,4,4,4,"Kölsch",4,4,"Kolsch",5,51491
18879,"Chuckanut Brewery & Kitchen",1255656092,4.5,4,4,"Kölsch",4.5,4.5,"Kolsch",5,51491
18879,"Chuckanut Brewery & Kitchen",1248906950,4,3,3.5,"Kölsch",4,3.5,"Kolsch",5,51491
18879,"Chuckanut Brewery & Kitchen",1249248375,4.5,4,4.5,"Dortmunder / Export Lager",4.5,4.5,"Dortmunder",NA,51492
18879,"Chuckanut Brewery & Kitchen",1248908558,4.5,3,3.5,"Dortmunder / Export Lager",4,4,"Dortmunder",NA,51492
18879,"Chuckanut Brewery & Kitchen",1249520374,4,3.5,4,"Märzen / Oktoberfest",4,4,"Marzen",5.8,51651
18879,"Chuckanut Brewery & Kitchen",1304098942,3.5,3.5,3.5,"Munich Dunkel Lager",3.5,4,"Dunkel Lager",5,60139
18879,"Chuckanut Brewery & Kitchen",1279418316,3.5,2.5,3.5,"Munich Dunkel Lager",3.5,4,"Dunkel Lager",5,60139
18879,"Chuckanut Brewery & Kitchen",1269787226,3.5,3,4,"Schwarzbier",3.5,3.5,"Schwarzbier",5.5,51020
18879,"Chuckanut Brewery & Kitchen",1255710293,4,3.5,4,"Schwarzbier",4,4,"Schwarzbier",5.5,51020
18879,"Chuckanut Brewery & Kitchen",1255657393,3.5,3.5,3.5,"Schwarzbier",3.5,3.5,"Schwarzbier",5.5,51020
18879,"Chuckanut Brewery & Kitchen",1247169287,3,3,3,"Schwarzbier",3,3,"Schwarzbier",5.5,51020
18879,"Chuckanut Brewery & Kitchen",1316133654,4,4,4,"Märzen / Oktoberfest",4,4,"Oktoberfest Bier",5,62376
18879,"Chuckanut Brewery & Kitchen",1315107275,4,3.5,3.5,"Märzen / Oktoberfest",4,4,"Oktoberfest Bier",5,62376
18879,"Chuckanut Brewery & Kitchen",1286343780,4,3.5,4,"Märzen / Oktoberfest",3.5,4,"Oktoberfest Bier",5,62376
18879,"Chuckanut Brewery & Kitchen",1319603493,3.5,3.5,4.5,"Munich Helles Lager",3.5,3.5,"Helles Lager",5,51036
18879,"Chuckanut Brewery & Kitchen",1316132652,3.5,3.5,3.5,"Munich Helles Lager",3.5,3.5,"Helles Lager",5,51036
18879,"Chuckanut Brewery & Kitchen",1304099131,3,3,3,"Munich Helles Lager",3.5,3.5,"Helles Lager",5,51036
18879,"Chuckanut Brewery & Kitchen",1257899067,4,4,4.5,"Munich Helles Lager",3.5,4,"Helles Lager",5,51036
18879,"Chuckanut Brewery & Kitchen",1247267915,4.5,3.5,3.5,"Munich Helles Lager",4,4,"Helles Lager",5,51036
18879,"Chuckanut Brewery & Kitchen",1276459648,3,3,4,"American Amber / Red Ale",3,2.5,"Amber Ale",5,53426
18879,"Chuckanut Brewery & Kitchen",1255667403,3.5,3.5,4,"American Amber / Red Ale",4,3.5,"Amber Ale",5,53426
18879,"Chuckanut Brewery & Kitchen",1279418840,3,3,3.5,"English Strong Ale",3,3,"Strong Ale",6.5,55043
18879,"Chuckanut Brewery & Kitchen",1261998108,4.5,3,3,"English Strong Ale",2.5,3.5,"Strong Ale",6.5,55043
18879,"Chuckanut Brewery & Kitchen",1255710026,4,4.5,4,"Märzen / Oktoberfest",4,4,"Rauch Bier",5.5,53246
18879,"Chuckanut Brewery & Kitchen",1255665853,3.5,3.5,3.5,"Märzen / Oktoberfest",3.5,4,"Rauch Bier",5.5,53246
18879,"Chuckanut Brewery & Kitchen",1255034221,3.5,3,3,"Märzen / Oktoberfest",3,4,"Rauch Bier",5.5,53246
18879,"Chuckanut Brewery & Kitchen",1304099685,3,3,3,"Altbier",3,3.5,"Sticke Alt",NA,58665
18879,"Chuckanut Brewery & Kitchen",1276459276,3.5,3.5,4,"Altbier",3.5,3.5,"Sticke Alt",NA,58665
18879,"Chuckanut Brewery & Kitchen",1274837054,4.5,3.5,3.5,"Altbier",4,3.5,"Sticke Alt",NA,58665
18879,"Chuckanut Brewery & Kitchen",1266487985,3.5,3.5,4,"Bock",3,3.5,"Bock",7,56193
18879,"Chuckanut Brewery & Kitchen",1324956824,4,4.5,4,"German Pilsener",4.5,4,"Pilsner",5,52036
