"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",19726,"MacLean's Ales Brewing",1305133514,4,2.5,2,"Old Ale",4.5,4.5,"MacLean's Old Angus Ale",6.2,53775
"2",19726,"MacLean's Ales Brewing",1239825477,4,3.5,3.5,"English Pale Ale",3,3.5,"MacLean's Country Organic Ale",4.4,48923
"3",19726,"MacLean's Ales Brewing",1238906644,2.5,3.5,3.5,"English Pale Ale",2,3,"MacLean's Country Organic Ale",4.4,48923
"4",19726,"MacLean's Ales Brewing",1238868653,4,3.5,3,"English Pale Ale",3.5,3.5,"MacLean's Country Organic Ale",4.4,48923
"5",19726,"MacLean's Ales Brewing",1238865557,4,3,3.5,"English Pale Ale",4,3.5,"MacLean's Country Organic Ale",4.4,48923
"6",19726,"MacLean's Ales Brewing",1254852681,3.5,3,3.5,"English Brown Ale",3.5,3,"MacLean's Brown Ale",4.6,53148
"7",19726,"MacLean's Ales Brewing",1254841142,4,3.5,3.5,"English Brown Ale",4,3.5,"MacLean's Brown Ale",4.6,53148
"8",19726,"MacLean's Ales Brewing",1254792431,3,3.5,3.5,"English Brown Ale",3,3,"MacLean's Brown Ale",4.6,53148
"9",19726,"MacLean's Ales Brewing",1285958222,4,4,3.5,"English India Pale Ale (IPA)",3.5,3.5,"MacLean's Broadsword India Pale Ale",6.2,48977
"10",19726,"MacLean's Ales Brewing",1285539734,4,3.5,3,"English India Pale Ale (IPA)",4,3.5,"MacLean's Broadsword India Pale Ale",6.2,48977
"11",19726,"MacLean's Ales Brewing",1283826071,5,4,4.5,"English India Pale Ale (IPA)",4.5,4.5,"MacLean's Broadsword India Pale Ale",6.2,48977
"12",19726,"MacLean's Ales Brewing",1238960843,3.5,3,3,"English India Pale Ale (IPA)",3,3.5,"MacLean's Broadsword India Pale Ale",6.2,48977
"13",19726,"MacLean's Ales Brewing",1256834649,3.5,3,3.5,"Extra Special / Strong Bitter (ESB)",3.5,3,"Maclean's Battle X ESB",6,53719
"14",19726,"MacLean's Ales Brewing",1256681726,3.5,3.5,3.5,"Extra Special / Strong Bitter (ESB)",3,3,"Maclean's Battle X ESB",6,53719
"15",19726,"MacLean's Ales Brewing",1257351970,3,3,3,"Old Ale",3,3,"MacLean's Old Angus Ale",6.2,53775
"16",19726,"MacLean's Ales Brewing",1257124090,4,4,3.5,"Old Ale",4,3.5,"MacLean's Old Angus Ale",6.2,53775
"17",19726,"MacLean's Ales Brewing",1257108943,2.5,4,3.5,"Old Ale",3,3,"MacLean's Old Angus Ale",6.2,53775
"18",19726,"MacLean's Ales Brewing",1243100798,3.5,3.5,3,"English Dark Mild Ale",3,3.5,"MacLean's Dark Mild Ale",NA,49842
"19",19726,"MacLean's Ales Brewing",1243082131,4.5,2.5,3.5,"English Dark Mild Ale",4,3.5,"MacLean's Dark Mild Ale",NA,49842
"20",19726,"MacLean's Ales Brewing",1242567525,3.5,4,4,"English Dark Mild Ale",3,3.5,"MacLean's Dark Mild Ale",NA,49842
"21",19726,"MacLean's Ales Brewing",1243143205,3,3,3,"English Bitter",3.5,3.5,"MacLean's Barleymow Bitter",3.6,49961
"22",19726,"MacLean's Ales Brewing",1243082662,5,4,4,"English Bitter",4,4,"MacLean's Barleymow Bitter",3.6,49961
"23",19726,"MacLean's Ales Brewing",1300569208,4.5,4.5,4.5,"English Pale Ale",4,4.5,"MacLean's Pale Ale",5.2,67346
"24",19726,"MacLean's Ales Brewing",1247432607,2,3,2.5,"Saison / Farmhouse Ale",2.5,2.5,"Maclean's Farmhouse Ale",4.8,51088
"25",19726,"MacLean's Ales Brewing",1307319258,3.5,3.5,4,"English Porter",2.5,4,"MacLean's Sgian-Dubh Porter",4.2,69755
