"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",10049,"Kamloops Brewery Ltd",1168192930,3,3,3.5,"English Dark Mild Ale",3,3,"KB Double Chocolate Ale  First Edition",5,33932
"2",10049,"Kamloops Brewery Ltd",1165570283,3.5,3.5,4,"English Dark Mild Ale",3,3,"KB Double Chocolate Ale  First Edition",5,33932
"3",10049,"Kamloops Brewery Ltd",1295720010,3.5,3.5,3.5,"American Pale Lager",3.5,3.5,"KB Genuine Draft",5,46095
"4",10049,"Kamloops Brewery Ltd",1286337031,3.5,3.5,3.5,"American Pale Lager",4,3.5,"KB Genuine Draft",5,46095
"5",10049,"Kamloops Brewery Ltd",1275520090,3,4,3,"American Pale Lager",4,3.5,"KB Genuine Draft",5,46095
"6",10049,"Kamloops Brewery Ltd",1268880983,3,3,2,"American Pale Lager",3,3,"KB Genuine Draft",5,46095
"7",10049,"Kamloops Brewery Ltd",1227538859,4.5,3.5,3,"American Pale Lager",4,3,"KB Genuine Draft",5,46095
"8",10049,"Kamloops Brewery Ltd",1225508827,3.5,3,3.5,"English Dark Mild Ale",3,3,"KB Double Chocolate Ale Second Edition",5,40971
"9",10049,"Kamloops Brewery Ltd",1222906451,4,3.5,4,"English Dark Mild Ale",4,3.5,"KB Double Chocolate Ale Second Edition",5,40971
"10",10049,"Kamloops Brewery Ltd",1221448554,2.5,2.5,3,"English Dark Mild Ale",2.5,2.5,"KB Double Chocolate Ale Second Edition",5,40971
"11",10049,"Kamloops Brewery Ltd",1218843844,3,3,4,"English Dark Mild Ale",3,3,"KB Double Chocolate Ale Second Edition",5,40971
"12",10049,"Kamloops Brewery Ltd",1206649454,1.5,1,3.5,"English Dark Mild Ale",2,1,"KB Double Chocolate Ale Second Edition",5,40971
"13",10049,"Kamloops Brewery Ltd",1203041572,3.5,3.5,3.5,"English Dark Mild Ale",3,3.5,"KB Double Chocolate Ale Second Edition",5,40971
"14",10049,"Kamloops Brewery Ltd",1202786512,2,3,4.5,"English Dark Mild Ale",2,2.5,"KB Double Chocolate Ale Second Edition",5,40971
"15",10049,"Kamloops Brewery Ltd",1283898214,3.5,3,4,"American Amber / Red Lager",3.5,3,"Albino Rhino Honey Lager",NA,61699
"16",10049,"Kamloops Brewery Ltd",1308698121,2.5,2,2.5,"American Pale Ale (APA)",3,2.5,"Albino Rhino Ale",NA,54996
"17",10049,"Kamloops Brewery Ltd",1304912706,3,3,4,"American Pale Ale (APA)",2,3,"Albino Rhino Ale",NA,54996
"18",10049,"Kamloops Brewery Ltd",1304792907,3.5,3,4,"American Pale Ale (APA)",3.5,3.5,"Albino Rhino Ale",NA,54996
"19",10049,"Kamloops Brewery Ltd",1261724682,3.5,3.5,3.5,"American Pale Ale (APA)",3.5,3.5,"Albino Rhino Ale",NA,54996
"20",10049,"Kamloops Brewery Ltd",1156392729,3.5,3,4,"English Pale Ale",4.5,4,"KB Original Pale Ale",5,32446
"21",10049,"Kamloops Brewery Ltd",1308698313,3,2,3.5,"American Amber / Red Lager",3,3,"Albino Rhino Signature Lager",5,67495
"22",10049,"Kamloops Brewery Ltd",1301004566,3.5,3,3.5,"American Amber / Red Lager",3.5,3.5,"Albino Rhino Signature Lager",5,67495
"23",10049,"Kamloops Brewery Ltd",1304537803,4,3,4,"American Porter",3.5,3.5,"Albino Rhino Dark Ale",NA,61698
"24",10049,"Kamloops Brewery Ltd",1287545184,4.5,3.5,3.5,"American Porter",3.5,3.5,"Albino Rhino Dark Ale",NA,61698
"25",10049,"Kamloops Brewery Ltd",1283897305,4,3,4,"American Porter",3.5,3.5,"Albino Rhino Dark Ale",NA,61698
"26",10049,"Kamloops Brewery Ltd",1242132737,4,3.5,3.5,"English Dark Mild Ale",3.5,4,"KB Black Bear Ale",5,33260
"27",10049,"Kamloops Brewery Ltd",1203830286,4.5,3.5,3.5,"English Dark Mild Ale",4.5,3,"KB Black Bear Ale",5,33260
"28",10049,"Kamloops Brewery Ltd",1165574134,4,3.5,4,"English Dark Mild Ale",3.5,3,"KB Black Bear Ale",5,33260
"29",10049,"Kamloops Brewery Ltd",1161047308,4,3,3,"English Dark Mild Ale",3.5,3.5,"KB Black Bear Ale",5,33260
