"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",2338,"Greenshields Brewing Co.",1102377480,1.5,1.5,2,"English Brown Ale",1.5,1.5,"Greenshields Nut Brown Ale",5,10833
"2",2338,"Greenshields Brewing Co.",1097074079,3,3,3,"Czech Pilsener",3,3,"Greenshields Pilsner",5.3,7859
"3",2338,"Greenshields Brewing Co.",1061347898,3,3,3,"Czech Pilsener",3,3,"Greenshields Pilsner",5.3,7859
"4",2338,"Greenshields Brewing Co.",1053722858,4,4,4.5,"Czech Pilsener",3,4.5,"Greenshields Pilsner",5.3,7859
"5",2338,"Greenshields Brewing Co.",1052933613,3,3,4,"Czech Pilsener",3,3,"Greenshields Pilsner",5.3,7859
"6",2338,"Greenshields Brewing Co.",1051815294,4,3,3,"Czech Pilsener",3.5,3.5,"Greenshields Pilsner",5.3,7859
"7",2338,"Greenshields Brewing Co.",1048596035,3.5,3.5,3.5,"Czech Pilsener",3,3,"Greenshields Pilsner",5.3,7859
"8",2338,"Greenshields Brewing Co.",1041809723,4,3.5,3,"Czech Pilsener",3,3.5,"Greenshields Pilsner",5.3,7859
"9",2338,"Greenshields Brewing Co.",1100667567,2,3,4,"English Brown Ale",3,2.5,"Greenshields Nut Brown Ale",5,10833
"10",2338,"Greenshields Brewing Co.",1097072863,3,3,3,"English Brown Ale",3,3,"Greenshields Nut Brown Ale",5,10833
"11",2338,"Greenshields Brewing Co.",1097072054,3,3,3,"American Amber / Red Ale",3,3,"Greenshields Amber Ale",5.8,8349
"12",2338,"Greenshields Brewing Co.",1089211999,2,2,4,"American Amber / Red Ale",2,2,"Greenshields Amber Ale",5.8,8349
"13",2338,"Greenshields Brewing Co.",1084856153,2,3,3.5,"American Amber / Red Ale",3,2,"Greenshields Amber Ale",5.8,8349
"14",2338,"Greenshields Brewing Co.",1044273451,3,4,3,"American Amber / Red Ale",3,3,"Greenshields Amber Ale",5.8,8349
"15",2338,"Greenshields Brewing Co.",1065665359,1.5,2,1.5,"American Stout",1,2,"Greenshields Stout",5.9,9375
"16",2338,"Greenshields Brewing Co.",1058732542,3.5,4,4,"American Stout",3.5,4,"Greenshields Stout",5.9,9375
"17",2338,"Greenshields Brewing Co.",1056192227,3,3.5,4,"American Stout",3,3,"Greenshields Stout",5.9,9375
"18",2338,"Greenshields Brewing Co.",1052595050,3.5,3,3.5,"American Stout",2.5,2.5,"Greenshields Stout",5.9,9375
"19",2338,"Greenshields Brewing Co.",1052323363,3.5,3,3,"American Stout",3.5,3.5,"Greenshields Stout",5.9,9375
"20",2338,"Greenshields Brewing Co.",1051824557,4,4,3,"American Stout",3.5,4,"Greenshields Stout",5.9,9375
"21",2338,"Greenshields Brewing Co.",1049735976,3,3,3.5,"American Stout",3,3,"Greenshields Stout",5.9,9375
"22",2338,"Greenshields Brewing Co.",1078353478,4,3.5,4,"American IPA",4,3.5,"Greenshields India Pale Ale",5.9,9476
"23",2338,"Greenshields Brewing Co.",1050582230,3.5,3,3.5,"American IPA",3.5,3.5,"Greenshields India Pale Ale",5.9,9476
