"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",20220,"Black Creek Historic Brewery",1288135675,3,3,2,"English Porter",2,3,"Black Creek Porter",5,53110
"2",20220,"Black Creek Historic Brewery",1254876643,2.5,2.5,2.5,"English Porter",3,3,"Black Creek Porter",5,53110
"3",20220,"Black Creek Historic Brewery",1302903639,4,3.5,3.5,"English Pale Ale",4,3.5,"Black Creek Pale Ale",5,51411
"4",20220,"Black Creek Historic Brewery",1257130403,4,4,3,"Pumpkin Ale",3.5,4,"Black Creek Spiced Pumpkin Ale",NA,53862
"5",20220,"Black Creek Historic Brewery",1318728859,3.5,3.5,4,"English Pale Ale",4,3.5,"Black Creek Pale Ale",5,51411
"6",20220,"Black Creek Historic Brewery",1315113376,4,3.5,4,"English Pale Ale",4,4.5,"Black Creek Pale Ale",5,51411
"7",20220,"Black Creek Historic Brewery",1313622280,4,3.5,4,"English Pale Ale",4,3.5,"Black Creek Pale Ale",5,51411
"8",20220,"Black Creek Historic Brewery",1312753313,3.5,3.5,4,"English Pale Ale",4,4,"Black Creek Pale Ale",5,51411
"9",20220,"Black Creek Historic Brewery",1312567151,3.5,3,3,"English Pale Ale",3.5,3.5,"Black Creek Pale Ale",5,51411
"10",20220,"Black Creek Historic Brewery",1310685106,4.5,4,4.5,"English Pale Ale",4,4.5,"Black Creek Pale Ale",5,51411
"11",20220,"Black Creek Historic Brewery",1309920102,4,3.5,3.5,"English Pale Ale",4,4,"Black Creek Pale Ale",5,51411
"12",20220,"Black Creek Historic Brewery",1309389055,3.5,3.5,4,"English Pale Ale",3.5,3.5,"Black Creek Pale Ale",5,51411
"13",20220,"Black Creek Historic Brewery",1307559729,3.5,3.5,3.5,"English Pale Ale",3.5,3.5,"Black Creek Pale Ale",5,51411
"14",20220,"Black Creek Historic Brewery",1306952513,4,3.5,3.5,"English Pale Ale",3.5,3.5,"Black Creek Pale Ale",5,51411
"15",20220,"Black Creek Historic Brewery",1302646413,4,3.5,4.5,"English Pale Ale",4,4,"Black Creek Pale Ale",5,51411
"16",20220,"Black Creek Historic Brewery",1306522858,4,3.5,4,"English Pale Ale",3.5,3.5,"Black Creek Pale Ale",5,51411
"17",20220,"Black Creek Historic Brewery",1305126964,4,4,4.5,"English Pale Ale",4,4,"Black Creek Pale Ale",5,51411
"18",20220,"Black Creek Historic Brewery",1304802283,2.5,3,3.5,"English Pale Ale",3.5,2,"Black Creek Pale Ale",5,51411
"19",20220,"Black Creek Historic Brewery",1304556616,4,3,4,"English Pale Ale",4,4,"Black Creek Pale Ale",5,51411
"20",20220,"Black Creek Historic Brewery",1303922785,3.5,3.5,4,"English Pale Ale",3.5,4,"Black Creek Pale Ale",5,51411
"21",20220,"Black Creek Historic Brewery",1303595395,4,3.5,3.5,"English Pale Ale",3.5,4,"Black Creek Pale Ale",5,51411
"22",20220,"Black Creek Historic Brewery",1303005448,3.5,3.5,3,"English Pale Ale",3.5,4,"Black Creek Pale Ale",5,51411
"23",20220,"Black Creek Historic Brewery",1302494378,3.5,3,4,"English Pale Ale",3.5,3,"Black Creek Pale Ale",5,51411
"24",20220,"Black Creek Historic Brewery",1302481035,3.5,3,4.5,"English Pale Ale",3,3,"Black Creek Pale Ale",5,51411
"25",20220,"Black Creek Historic Brewery",1302408541,3.5,4,4.5,"English Pale Ale",3,3.5,"Black Creek Pale Ale",5,51411
"26",20220,"Black Creek Historic Brewery",1248468507,3,3.5,3,"English Pale Ale",3,3.5,"Black Creek Pale Ale",5,51411
"27",20220,"Black Creek Historic Brewery",1323139528,4,3.5,4,"English Stout",4.5,4,"Black Creek Stout",5,51412
"28",20220,"Black Creek Historic Brewery",1322827218,3.5,4,3.5,"English Stout",4,4,"Black Creek Stout",5,51412
"29",20220,"Black Creek Historic Brewery",1321995437,3.5,3.5,3.5,"English Stout",3,3,"Black Creek Stout",5,51412
"30",20220,"Black Creek Historic Brewery",1321579558,3.5,3.5,4,"English Stout",3.5,4,"Black Creek Stout",5,51412
"31",20220,"Black Creek Historic Brewery",1321300586,3.5,3.5,3.5,"English Stout",4,3.5,"Black Creek Stout",5,51412
"32",20220,"Black Creek Historic Brewery",1321293257,3.5,4,3.5,"English Stout",3.5,3.5,"Black Creek Stout",5,51412
"33",20220,"Black Creek Historic Brewery",1321580044,3.5,3,3.5,"English Porter",3.5,3.5,"Black Creek Porter",5,53110
"34",20220,"Black Creek Historic Brewery",1320351692,4,4.5,4,"English Stout",4,3.5,"Black Creek Stout",5,51412
"35",20220,"Black Creek Historic Brewery",1320189536,3,3,3.5,"English Stout",3.5,3,"Black Creek Stout",5,51412
"36",20220,"Black Creek Historic Brewery",1319910062,3.5,3.5,3.5,"English Stout",3.5,4,"Black Creek Stout",5,51412
"37",20220,"Black Creek Historic Brewery",1319749311,4,4,4.5,"English Stout",3.5,4,"Black Creek Stout",5,51412
"38",20220,"Black Creek Historic Brewery",1248470014,4,4,3.5,"English Stout",3,3.5,"Black Creek Stout",5,51412
"39",20220,"Black Creek Historic Brewery",1275439027,3.5,3.5,3.5,"Fruit / Vegetable Beer",4,3.5,"Black Creek Dandelion Stout",NA,58821
"40",20220,"Black Creek Historic Brewery",1294363933,3,3.5,4,"American Stout",2,3,"Black Creek Bourbon Barrel Stout",NA,65107
"41",20220,"Black Creek Historic Brewery",1325464261,3,3.5,3,"English Porter",2.5,3,"Black Creek Porter",5,53110
"42",20220,"Black Creek Historic Brewery",1322926321,4,4,3,"English Porter",4,3.5,"Black Creek Porter",5,53110
"43",20220,"Black Creek Historic Brewery",1321472345,3,3.5,3.5,"English Porter",2,3.5,"Black Creek Porter",5,53110
"44",20220,"Black Creek Historic Brewery",1321196276,3.5,3.5,3.5,"English Porter",3.5,4,"Black Creek Porter",5,53110
"45",20220,"Black Creek Historic Brewery",1320725697,3,3.5,3,"English Porter",1.5,3.5,"Black Creek Porter",5,53110
"46",20220,"Black Creek Historic Brewery",1308867792,3.5,3.5,4,"English Porter",4,3.5,"Black Creek Porter",5,53110
"47",20220,"Black Creek Historic Brewery",1306555933,2.5,4,4,"English Porter",3,2,"Black Creek Porter",5,53110
"48",20220,"Black Creek Historic Brewery",1304562189,2.5,3,4.5,"English Porter",2,2.5,"Black Creek Porter",5,53110
"49",20220,"Black Creek Historic Brewery",1302407999,3,3.5,4,"English Porter",2.5,3,"Black Creek Porter",5,53110
"50",20220,"Black Creek Historic Brewery",1300566830,3.5,4,3,"English Porter",2.5,4,"Black Creek Porter",5,53110
"51",20220,"Black Creek Historic Brewery",1300068734,3,2.5,3,"English Porter",3,3,"Black Creek Porter",5,53110
"52",20220,"Black Creek Historic Brewery",1299637174,2,3.5,4,"English Porter",1,2.5,"Black Creek Porter",5,53110
"53",20220,"Black Creek Historic Brewery",1299527689,2.5,2,3,"English Porter",2,2.5,"Black Creek Porter",5,53110
"54",20220,"Black Creek Historic Brewery",1299450277,3,3,3.5,"English Porter",3,3,"Black Creek Porter",5,53110
"55",20220,"Black Creek Historic Brewery",1299258836,3.5,3.5,3.5,"English Porter",3,3,"Black Creek Porter",5,53110
"56",20220,"Black Creek Historic Brewery",1299194270,2,4,2,"English Porter",2,3.5,"Black Creek Porter",5,53110
"57",20220,"Black Creek Historic Brewery",1296527640,2.5,3.5,3,"English Porter",2.5,3,"Black Creek Porter",5,53110
"58",20220,"Black Creek Historic Brewery",1295454427,3.5,4,3.5,"English Porter",3.5,3.5,"Black Creek Porter",5,53110
"59",20220,"Black Creek Historic Brewery",1294524891,2.5,3,4,"English Porter",3,2,"Black Creek Porter",5,53110
"60",20220,"Black Creek Historic Brewery",1294207595,4.5,4,4,"English Porter",4,4,"Black Creek Porter",5,53110
"61",20220,"Black Creek Historic Brewery",1293507175,4,3,2.5,"English Porter",2.5,3.5,"Black Creek Porter",5,53110
"62",20220,"Black Creek Historic Brewery",1293487444,3,3,3,"English Porter",3,3,"Black Creek Porter",5,53110
"63",20220,"Black Creek Historic Brewery",1293126379,3,3.5,3,"English Porter",3,3,"Black Creek Porter",5,53110
"64",20220,"Black Creek Historic Brewery",1292366355,2,2.5,2.5,"English Porter",2.5,2,"Black Creek Porter",5,53110
"65",20220,"Black Creek Historic Brewery",1289869034,3.5,3.5,3.5,"English Porter",3,3.5,"Black Creek Porter",5,53110
"66",20220,"Black Creek Historic Brewery",1289538692,3.5,3.5,3,"English Porter",3,3.5,"Black Creek Porter",5,53110
"67",20220,"Black Creek Historic Brewery",1289405686,4,4,4,"English Porter",4,4,"Black Creek Porter",5,53110
"68",20220,"Black Creek Historic Brewery",1288845045,3.5,3.5,2.5,"English Porter",4,3.5,"Black Creek Porter",5,53110
"69",20220,"Black Creek Historic Brewery",1254794137,3,2,2.5,"English Porter",2,3,"Black Creek Porter",5,53110
