"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
115,"Old Nutfield Brewing Company, Ltd.",1067713997,3.5,3.5,3.5,"American Porter",3.5,3.5,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",1044113756,3.5,4,3.5,"American Porter",3,3,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",1018560701,2.5,3.5,3.5,"American Porter",3.5,3,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",1199936508,4,4,4,"Irish Dry Stout",3.5,4,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1199122333,3.5,4,3,"Irish Dry Stout",4,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1144037751,3.5,3,3.5,"American Amber / Red Ale",2.5,4,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1143233209,4,3.5,3.5,"American Amber / Red Ale",4,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1131759115,2,2.5,2.5,"American Amber / Red Ale",2.5,2.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1200106875,3,3,4,"Irish Dry Stout",2.5,3,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1199055103,4,4,4,"Irish Dry Stout",4,4,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1199941264,4,3.5,4,"Irish Dry Stout",3.5,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1081473852,3.5,3,3.5,"American Porter",3.5,3.5,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",1077075214,3.5,3,3.5,"American Porter",3,2.5,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",1076883240,3.5,3.5,4.5,"American Porter",4,3.5,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",1142119229,3.5,3.5,4,"American Porter",3.5,3,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",1092000453,3,3,2,"American Porter",2.5,2.5,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",887846401,3.5,3.5,4,"American Porter",3,3.5,"Winter Frost Ale",NA,2092
115,"Old Nutfield Brewing Company, Ltd.",1231118985,4,3,3,"American Amber / Red Ale",3,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1219523333,3.5,3.5,4,"American Amber / Red Ale",3.5,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1201136558,3.5,3.5,4,"American Amber / Red Ale",3,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1200106194,4,2,3,"American Amber / Red Ale",4,3,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1199935368,3.5,3.5,3.5,"American Amber / Red Ale",3,3,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1199774777,2,1.5,2,"American Amber / Red Ale",2,2,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1199337182,3,2,2.5,"American Amber / Red Ale",3,2.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1199320998,4.5,4,3.5,"American Amber / Red Ale",3.5,4,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1199302804,2.5,1.5,1,"American Amber / Red Ale",1.5,1,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1199122996,3.5,3,3,"American Amber / Red Ale",4,4,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1199052599,4,3.5,4,"American Amber / Red Ale",3.5,4,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1171120116,1,2,4,"American Amber / Red Ale",2,1,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1120992548,2.5,3,4,"American Amber / Red Ale",4,2.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1117299244,3,2.5,3.5,"American Amber / Red Ale",2,2.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1109353427,4,4,3,"American Amber / Red Ale",3.5,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1103853428,3,3,3,"American Amber / Red Ale",3,3,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1095456748,3,3.5,4,"American Amber / Red Ale",3,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1091913259,3.5,3.5,2,"American Amber / Red Ale",3,2.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1085442256,3.5,4,4,"American Amber / Red Ale",4,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1073778267,2,3,4,"American Amber / Red Ale",2,2,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1066865757,3.5,3.5,3.5,"American Amber / Red Ale",3.5,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1052922094,3.5,3.5,3.5,"American Amber / Red Ale",3.5,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1050907853,2,2,3,"American Amber / Red Ale",2,2,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1047190098,3,2,2.5,"American Amber / Red Ale",3,2.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1044113994,3.5,3.5,4,"American Amber / Red Ale",4,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1036228335,3.5,3,4,"American Amber / Red Ale",3.5,3,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1028271128,3,3,3,"American Amber / Red Ale",3,3,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1024594322,3.5,3.5,3.5,"American Amber / Red Ale",4,3.5,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1024397064,3.5,3,3.5,"American Amber / Red Ale",3,3,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1021984829,2,3.5,4,"American Amber / Red Ale",2,2,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1020367547,4,3.5,3.5,"American Amber / Red Ale",4,4,"Old Man Ale",NA,1294
115,"Old Nutfield Brewing Company, Ltd.",1227049632,4.5,3,4,"Irish Dry Stout",4,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1223165094,4,3.5,4,"Irish Dry Stout",4,4.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1219549277,4,3.5,4,"Irish Dry Stout",4,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1219529774,3,4,3,"Irish Dry Stout",3.5,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1216085004,4,3,3.5,"Irish Dry Stout",4,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1202436432,4.5,3.5,3,"Irish Dry Stout",3.5,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1200980161,4,3.5,4,"Irish Dry Stout",3.5,4,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1175056081,3.5,4,4,"Irish Dry Stout",3,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1162089065,4,5,4,"Irish Dry Stout",4,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1147910729,2.5,3.5,4,"Irish Dry Stout",2,2.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1143957802,2,3,3.5,"Irish Dry Stout",1,2,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1143231251,3,3,3.5,"Irish Dry Stout",3,3,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1138578699,4,4,3.5,"Irish Dry Stout",3.5,4,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1131500126,2.5,3.5,3.5,"Irish Dry Stout",2,2.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1127848158,5,4.5,5,"Irish Dry Stout",4.5,4.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1126325561,3.5,3,3.5,"Irish Dry Stout",3.5,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1126060852,4,3.5,3.5,"Irish Dry Stout",3.5,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1098839736,2,2.5,3,"Irish Dry Stout",2.5,2,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1095702177,3,3,3.5,"Irish Dry Stout",3,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1092179102,3,3,3.5,"Irish Dry Stout",2.5,3,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1085441891,4,3.5,4,"Irish Dry Stout",3.5,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1078887739,3.5,4,3.5,"Irish Dry Stout",3,3,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1067891415,3.5,3.5,4,"Irish Dry Stout",3.5,3,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1066616796,3.5,4,4,"Irish Dry Stout",3.5,3.5,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1062816734,4,4,4,"Irish Dry Stout",4,4,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1048695946,4,4,4,"Irish Dry Stout",4,4,"Black 47 Stout",4,1255
115,"Old Nutfield Brewing Company, Ltd.",1044113427,4,4,4,"Irish Dry Stout",3.5,3.5,"Black 47 Stout",4,1255
