"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
8269,"Blackhorse Pub & Brewery",1270728941,4,3,3,"American Amber / Red Ale",3.5,3.5,"Barnstormer Red",NA,14678
8269,"Blackhorse Pub & Brewery",1258664584,3,3,3.5,"American Amber / Red Ale",3,3,"Barnstormer Red",NA,14678
8269,"Blackhorse Pub & Brewery",1239635988,4,3.5,3.5,"American Amber / Red Ale",3,4,"Barnstormer Red",NA,14678
8269,"Blackhorse Pub & Brewery",1214882796,3.5,3,3.5,"American Amber / Red Ale",3.5,4,"Barnstormer Red",NA,14678
8269,"Blackhorse Pub & Brewery",1159823346,2,4,4,"American Amber / Red Ale",2,2,"Barnstormer Red",NA,14678
8269,"Blackhorse Pub & Brewery",1104810160,2.5,2,3,"American Amber / Red Ale",3.5,2,"Barnstormer Red",NA,14678
8269,"Blackhorse Pub & Brewery",1092540045,2.5,2.5,3,"American Amber / Red Ale",3,2.5,"Barnstormer Red",NA,14678
8269,"Blackhorse Pub & Brewery",1070856293,4,2,3,"American Amber / Red Ale",2.5,2.5,"Barnstormer Red",NA,14678
8269,"Blackhorse Pub & Brewery",1270677363,3,2.5,3,"American Blonde Ale",3,3,"Blackhorse Ale",NA,14637
8269,"Blackhorse Pub & Brewery",1257801570,2.5,2.5,3.5,"American Blonde Ale",3,2,"Blackhorse Ale",NA,14637
8269,"Blackhorse Pub & Brewery",1239634358,3.5,2,3.5,"American Blonde Ale",3,2.5,"Blackhorse Ale",NA,14637
8269,"Blackhorse Pub & Brewery",1092540504,3,3,3,"American Blonde Ale",2.5,3,"Blackhorse Ale",NA,14637
8269,"Blackhorse Pub & Brewery",1070738332,3,3,3,"American Blonde Ale",3,3,"Blackhorse Ale",NA,14637
8269,"Blackhorse Pub & Brewery",1293850652,5,5,4.5,"Hefeweizen",5,5,"Hefeweizen",NA,49130
8269,"Blackhorse Pub & Brewery",1239633443,4.5,4.5,4,"Hefeweizen",4,4.5,"Hefeweizen",NA,49130
8269,"Blackhorse Pub & Brewery",1092540822,3.5,4,4,"Extra Special / Strong Bitter (ESB)",4,3.5,"ESB",NA,19328
8269,"Blackhorse Pub & Brewery",1304915899,3.5,4,4.5,"American Stout",2.5,3,"Coal Miners Stout",NA,14631
8269,"Blackhorse Pub & Brewery",1270678197,4,3.5,3.5,"American Stout",4,4,"Coal Miners Stout",NA,14631
8269,"Blackhorse Pub & Brewery",1258778874,3.5,3.5,3.5,"American Stout",3.5,3.5,"Coal Miners Stout",NA,14631
8269,"Blackhorse Pub & Brewery",1214883112,4,4,4.5,"American Stout",4,4.5,"Coal Miners Stout",NA,14631
8269,"Blackhorse Pub & Brewery",1092539841,3,3,4,"American Stout",3,3,"Coal Miners Stout",NA,14631
8269,"Blackhorse Pub & Brewery",1070737073,4.5,4,4,"American Stout",4,4.5,"Coal Miners Stout",NA,14631
8269,"Blackhorse Pub & Brewery",1314272037,3,2.5,3,"American Blonde Ale",3,3,"Vanilla Ale",NA,14633
8269,"Blackhorse Pub & Brewery",1259001438,3.5,3,3.5,"American Blonde Ale",3,3,"Vanilla Ale",NA,14633
8269,"Blackhorse Pub & Brewery",1239637102,4,3,3,"American Blonde Ale",3,3,"Vanilla Ale",NA,14633
8269,"Blackhorse Pub & Brewery",1214883382,2.5,3.5,2.5,"American Blonde Ale",2.5,3,"Vanilla Ale",NA,14633
8269,"Blackhorse Pub & Brewery",1159823525,1,1,2,"American Blonde Ale",1,1,"Vanilla Ale",NA,14633
8269,"Blackhorse Pub & Brewery",1092540261,1,2,3,"American Blonde Ale",3,1.5,"Vanilla Ale",NA,14633
8269,"Blackhorse Pub & Brewery",1070737556,3,3.5,3,"American Blonde Ale",3,3.5,"Vanilla Ale",NA,14633
