"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
19544,"Fat Heads Brewery & Saloon",1297300087,4,4.5,4,"American IPA",4,4.5,"Fat Head's Head Hunter IPA",7.5,50564
19544,"Fat Heads Brewery & Saloon",1297220268,4.5,4,4,"American IPA",4.5,4,"Fat Head's Head Hunter IPA",7.5,50564
19544,"Fat Heads Brewery & Saloon",1297219706,3.5,4.5,4,"American IPA",3.5,3.5,"Fat Head's Head Hunter IPA",7.5,50564
19544,"Fat Heads Brewery & Saloon",1292628468,1.5,4,4,"American Stout",3.5,1.5,"Chocolate Pumpkin Stout",5.9,53973
19544,"Fat Heads Brewery & Saloon",1313546212,3,3,3,"Munich Helles Lager",3,3,"Starlight Lager",5.2,53936
19544,"Fat Heads Brewery & Saloon",1286077462,3.5,3.5,4.5,"Czech Pilsener",3.5,3,"Bohemian Blonde",5,62292
19544,"Fat Heads Brewery & Saloon",1325628744,4,4,3.5,"Belgian Strong Dark Ale",4,4,"Pimp My Sleigh",9.3,55360
19544,"Fat Heads Brewery & Saloon",1324944217,4.5,4,4.5,"Belgian Strong Dark Ale",4,4.5,"Pimp My Sleigh",9.3,55360
19544,"Fat Heads Brewery & Saloon",1324736603,4,3.5,4,"Belgian Strong Dark Ale",4,4.5,"Pimp My Sleigh",9.3,55360
19544,"Fat Heads Brewery & Saloon",1266206013,3.5,4,4,"Belgian Strong Dark Ale",4,4,"Pimp My Sleigh",9.3,55360
19544,"Fat Heads Brewery & Saloon",1263442748,3.5,4,3.5,"Belgian Strong Dark Ale",4,4.5,"Pimp My Sleigh",9.3,55360
19544,"Fat Heads Brewery & Saloon",1289329783,3.5,3,4,"American Pale Wheat Ale",3,3,"American Wheat",4.6,63323
19544,"Fat Heads Brewery & Saloon",1312061215,4.5,4,4,"Munich Helles Lager",4.5,4.5,"Starlight Keller Lager",5.2,55362
19544,"Fat Heads Brewery & Saloon",1310338627,4,3,3.5,"Munich Helles Lager",3,3.5,"Starlight Keller Lager",5.2,55362
19544,"Fat Heads Brewery & Saloon",1286326960,4.5,4,3.5,"Munich Helles Lager",4.5,4.5,"Starlight Keller Lager",5.2,55362
19544,"Fat Heads Brewery & Saloon",1283166900,4.5,3.5,4,"Munich Helles Lager",4.5,4,"Starlight Keller Lager",5.2,55362
19544,"Fat Heads Brewery & Saloon",1265424503,4.5,4,4.5,"Munich Helles Lager",4,4,"Starlight Keller Lager",5.2,55362
19544,"Fat Heads Brewery & Saloon",1263442840,4.5,4,4,"Munich Helles Lager",3.5,4,"Starlight Keller Lager",5.2,55362
19544,"Fat Heads Brewery & Saloon",1315682991,4,4,4,"German Pilsener",4,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1310323145,3.5,3.5,3,"German Pilsener",2.5,3.5,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1310134215,3.5,4,4,"German Pilsener",4,3.5,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1295735669,4.5,5,4.5,"Hefeweizen",5,5,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1309528652,4,4,4,"German Pilsener",4,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1308700352,4.5,4,4,"German Pilsener",4,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1308507125,4.5,3,3.5,"German Pilsener",4.5,4.5,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1307897991,4,3.5,4,"German Pilsener",4,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1289137365,5,4,4.5,"German Pilsener",4,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1286323630,4,4,4,"German Pilsener",3.5,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1284301602,3.5,3.5,4,"German Pilsener",3.5,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1275235197,5,5,5,"German Pilsener",4.5,4.5,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1274063339,4.5,3.5,4,"German Pilsener",4,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1292956137,4.5,4,4,"Fruit / Vegetable Beer",3.5,4,"Bumbleberry Honey Blueberry Ale",5.1,51389
19544,"Fat Heads Brewery & Saloon",1273076371,4.5,4,4,"German Pilsener",4,4,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1272254479,4,3,3,"German Pilsener",4,3.5,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1270518131,4.5,3.5,4.5,"German Pilsener",4,4.5,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1250975598,4,3.5,4.5,"German Pilsener",4,4.5,"Gudenhoppy Pils",5,52066
19544,"Fat Heads Brewery & Saloon",1313548980,4,4,4,"Hefeweizen",3.5,4,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1310322831,3,3,3.5,"Hefeweizen",3.5,3.5,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1310052045,3.5,4,4,"Hefeweizen",4,3.5,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1309217398,4,3.5,4,"Hefeweizen",3.5,4,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1306427439,4.5,4.5,4,"Hefeweizen",4,4,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1306186248,4.5,4.5,4.5,"Hefeweizen",4,4.5,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1285798765,4.5,4.5,4.5,"Hefeweizen",4,4.5,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1282184113,4,3.5,4.5,"Hefeweizen",4,4,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1253993666,4,4,3.5,"Hefeweizen",2.5,4,"Goggle Fogger Hefe Weizen",5,52935
19544,"Fat Heads Brewery & Saloon",1252017383,4.5,4.5,4.5,"Cream Ale",3.5,4,"Nitro Cream Ale",4.8,51392
19544,"Fat Heads Brewery & Saloon",1250597276,4.5,3.5,4,"Cream Ale",3.5,3.5,"Nitro Cream Ale",4.8,51392
19544,"Fat Heads Brewery & Saloon",1248400045,3,3,3.5,"Cream Ale",3.5,3,"Nitro Cream Ale",4.8,51392
19544,"Fat Heads Brewery & Saloon",1325538574,4,4,3.5,"Winter Warmer",4,4,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1324947949,4,4.5,4,"Winter Warmer",4,4.5,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1322875583,4.5,4.5,4,"Winter Warmer",4,4.5,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1322400029,3.5,3.5,3.5,"Winter Warmer",3.5,4,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1315937565,4.5,4.5,4,"Winter Warmer",4.5,4.5,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1289683069,4,4,4,"Winter Warmer",4.5,4,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1279889303,5,5,5,"Winter Warmer",4.5,4.5,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1279844069,5,5,4,"Winter Warmer",4,4.5,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1258926961,4,3,3.5,"Winter Warmer",4,4,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1248566517,4,3.5,4,"Winter Warmer",3.5,4,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1248397927,4,3.5,3.5,"Winter Warmer",4.5,4.5,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1248113249,3,3,3.5,"Winter Warmer",4,3.5,"Christmas Ale",6.7,51311
19544,"Fat Heads Brewery & Saloon",1302290526,3,3.5,1,"American Porter",3,2.5,"Pillage Porter",6,55576
