"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
5171,"Durham Brewery Ltd",1177885053,3.5,4,3.5,"Extra Special / Strong Bitter (ESB)",3.5,4,"Evensong",5,11396
5171,"Durham Brewery Ltd",1307953142,4,4,3.5,"American Barleywine",4,3.5,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1321308969,3.5,3,3,"American Barleywine",3.5,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1318737855,3.5,3.5,3,"American Barleywine",3.5,3.5,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1317114856,3.5,3.5,4,"American Barleywine",3.5,3.5,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1312781057,4,3,2.5,"American Barleywine",3.5,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1311572606,3,3.5,3,"American Barleywine",3,3,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1309579001,3.5,4,4,"American Barleywine",3.5,3.5,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1292505822,3.5,3.5,3.5,"American Barleywine",3,3,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1274671623,4,3.5,4,"American Barleywine",4,3.5,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1274667098,4,3.5,4,"American Barleywine",4,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1232332335,4,3.5,4,"American Barleywine",3.5,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1217761251,3,3.5,4,"American Barleywine",3.5,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1207747879,3,3.5,3.5,"American Barleywine",3.5,3,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1185832686,3.5,4,4,"American Barleywine",3.5,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1177885209,4,4.5,4,"American Barleywine",4,4.5,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1154699675,4,4,4,"American Barleywine",4,4.5,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1148180503,3,4,5,"American Barleywine",3,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1147570015,4.5,4,4.5,"American Barleywine",4.5,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1125616426,4.5,4,4.5,"American Barleywine",4.5,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1111979903,4,4,4,"American Barleywine",4,4,"Benedictus",8.4,11392
5171,"Durham Brewery Ltd",1319771365,4,4,3.5,"English Strong Ale",4,4,"Bede's Chalice",9,41089
5171,"Durham Brewery Ltd",1316169182,4,3.5,4,"English Strong Ale",4,4,"Bede's Chalice",9,41089
5171,"Durham Brewery Ltd",1313818282,3.5,3.5,3.5,"English Strong Ale",3.5,4,"Bede's Chalice",9,41089
5171,"Durham Brewery Ltd",1292511668,3.5,3.5,3,"English Strong Ale",3,3.5,"Bede's Chalice",9,41089
5171,"Durham Brewery Ltd",1290819458,3.5,3.5,3.5,"English Strong Ale",3.5,3.5,"Bede's Chalice",9,41089
5171,"Durham Brewery Ltd",1232507789,4,4,4,"English Strong Ale",4,4.5,"Bede's Chalice",9,41089
5171,"Durham Brewery Ltd",1218973526,3.5,4,4,"English Strong Ale",3.5,4,"Bede's Chalice",9,41089
5171,"Durham Brewery Ltd",1203390069,4.5,4,4,"English Strong Ale",4.5,4.5,"Bede's Chalice",9,41089
5171,"Durham Brewery Ltd",1323561654,3.5,3,3.5,"American IPA",4,3.5,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1323413007,3.5,3.5,4,"American IPA",4,3.5,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1307128442,4,4,4,"American IPA",4,4,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1292502813,3.5,4,4,"American IPA",3.5,3.5,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1273268932,4,3.5,4,"American IPA",4,4.5,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1232593799,4,3.5,4,"American IPA",4,4,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1219332324,4,4,3.5,"American IPA",3.5,3.5,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1215508288,4,4,4,"American IPA",4,4,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1206651501,4,3.5,4,"American IPA",4.5,4,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1188139544,4.5,4,4,"American IPA",4.5,4,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1182599209,4.5,5,4.5,"American IPA",4.5,4.5,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1149623375,5,4,4,"American IPA",4.5,4,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1064449620,3,3.5,3,"American IPA",3,3.5,"St Cuthbert / Magnificat",6.5,11394
5171,"Durham Brewery Ltd",1154240241,3.5,4,4,"Russian Imperial Stout",3.5,4,"Imperial Russian Stout",10,11373
5171,"Durham Brewery Ltd",1064449756,2.5,3,4,"Russian Imperial Stout",3,3,"Imperial Russian Stout",10,11373
5171,"Durham Brewery Ltd",1057881526,3.5,4.5,4,"Russian Imperial Stout",4,4,"Imperial Russian Stout",10,11373
5171,"Durham Brewery Ltd",1325913870,3.5,3.5,4,"American Blonde Ale",3.5,3.5,"Cloister",4.5,11397
5171,"Durham Brewery Ltd",1314444460,4,3.5,4,"American Blonde Ale",3.5,3.5,"Cloister",4.5,11397
5171,"Durham Brewery Ltd",1273173734,3.5,3,4,"American Blonde Ale",3.5,3,"Cloister",4.5,11397
5171,"Durham Brewery Ltd",1198021223,3.5,3.5,4,"American Blonde Ale",4,3.5,"Cloister",4.5,11397
5171,"Durham Brewery Ltd",1196508109,4,4,3.5,"American Blonde Ale",4,4,"Cloister",4.5,11397
5171,"Durham Brewery Ltd",1182597503,4,4.5,4,"American Blonde Ale",4,4,"Cloister",4.5,11397
5171,"Durham Brewery Ltd",1177885122,4.5,4.5,4,"American Blonde Ale",3.5,4,"Cloister",4.5,11397
5171,"Durham Brewery Ltd",1064449332,3,3,3,"American Blonde Ale",3,3.5,"Cloister",4.5,11397
5171,"Durham Brewery Ltd",1114909549,5,3.5,4,"English Bitter",3.5,4.5,"White Gold",4,11381
5171,"Durham Brewery Ltd",1057923441,5,4.5,4,"English Bitter",3.5,4.5,"White Gold",4,11381
5171,"Durham Brewery Ltd",1324157229,2,2,2.5,"Russian Imperial Stout",2,2,"Temptation",10,23128
5171,"Durham Brewery Ltd",1317052679,4.5,4,4,"Russian Imperial Stout",4.5,5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1316736312,4.5,4,4,"Russian Imperial Stout",4,4.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1313127004,3.5,4,4.5,"Russian Imperial Stout",4,3.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1311487192,3.5,4,3,"Russian Imperial Stout",3,4,"Temptation",10,23128
5171,"Durham Brewery Ltd",1308886570,4,4,3,"Russian Imperial Stout",2.5,4.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1308705753,4,4,4,"Russian Imperial Stout",4.5,4,"Temptation",10,23128
5171,"Durham Brewery Ltd",1293967691,3.5,3,3.5,"Russian Imperial Stout",3.5,3.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1292597887,4,4,4,"Russian Imperial Stout",4.5,4,"Temptation",10,23128
5171,"Durham Brewery Ltd",1283889039,4,4,3.5,"Russian Imperial Stout",4,4,"Temptation",10,23128
5171,"Durham Brewery Ltd",1259612411,4,4.5,3,"Russian Imperial Stout",4,4,"Temptation",10,23128
5171,"Durham Brewery Ltd",1205439273,3.5,4,4,"Russian Imperial Stout",4,3.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1201441578,4,4,4,"Russian Imperial Stout",4,4,"Temptation",10,23128
5171,"Durham Brewery Ltd",1191333696,4,4,3.5,"Russian Imperial Stout",4,4.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1182645491,3.5,3.5,4,"Russian Imperial Stout",3.5,3.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1156389850,4,4,4.5,"Russian Imperial Stout",4.5,4.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1142421823,3.5,4,4,"Russian Imperial Stout",4.5,4.5,"Temptation",10,23128
5171,"Durham Brewery Ltd",1125106855,4,4,4.5,"Russian Imperial Stout",4,4,"Temptation",10,23128
5171,"Durham Brewery Ltd",1113352984,4,4,4,"Russian Imperial Stout",3.5,4,"Temptation",10,23128
5171,"Durham Brewery Ltd",1317570694,3,3.5,3.5,"Extra Special / Strong Bitter (ESB)",3.5,3.5,"Evensong",5,11396
5171,"Durham Brewery Ltd",1317522233,3,3,3.5,"Extra Special / Strong Bitter (ESB)",3.5,3,"Evensong",5,11396
5171,"Durham Brewery Ltd",1317337866,4,4,4,"Extra Special / Strong Bitter (ESB)",3.5,3.5,"Evensong",5,11396
5171,"Durham Brewery Ltd",1312862510,4,4,3.5,"Extra Special / Strong Bitter (ESB)",4,4,"Evensong",5,11396
5171,"Durham Brewery Ltd",1292417866,4,4,4,"Extra Special / Strong Bitter (ESB)",4,4,"Evensong",5,11396
5171,"Durham Brewery Ltd",1286521227,4.5,4.5,4.5,"Extra Special / Strong Bitter (ESB)",3.5,4.5,"Evensong",5,11396
5171,"Durham Brewery Ltd",1273175956,3,3,4,"Extra Special / Strong Bitter (ESB)",3,3.5,"Evensong",5,11396
