"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",207,"Brasserie de Rochefort",1131930277,5,5,4.5,"Dubbel",5,5,"Trappistes Rochefort 8",9.2,1696
"2",207,"Brasserie de Rochefort",1187226409,4,4.5,4.5,"Dubbel",4,4.5,"Trappistes Rochefort 8",9.2,1696
"3",207,"Brasserie de Rochefort",1241146372,4.5,5,5,"Quadrupel (Quad)",5,5,"Trappistes Rochefort 10",11.3,645
"4",207,"Brasserie de Rochefort",1231716425,4.5,4.5,4,"Quadrupel (Quad)",4.5,4.5,"Trappistes Rochefort 10",11.3,645
"5",207,"Brasserie de Rochefort",1225050688,4,4,4.5,"Quadrupel (Quad)",4,4.5,"Trappistes Rochefort 10",11.3,645
"6",207,"Brasserie de Rochefort",1140981751,4.5,4.5,4.5,"Quadrupel (Quad)",4.5,4.5,"Trappistes Rochefort 10",11.3,645
"7",207,"Brasserie de Rochefort",1182908104,5,4.5,4,"Dubbel",4,4,"Trappistes Rochefort 8",9.2,1696
"8",207,"Brasserie de Rochefort",1080622363,4.5,5,4.5,"Quadrupel (Quad)",5,5,"Trappistes Rochefort 10",11.3,645
"9",207,"Brasserie de Rochefort",1247863265,3,3.5,4,"Quadrupel (Quad)",2,3.5,"Trappistes Rochefort 10",11.3,645
"10",207,"Brasserie de Rochefort",1172620138,4.5,4.5,4,"Dubbel",4,4.5,"Trappistes Rochefort 8",9.2,1696
"11",207,"Brasserie de Rochefort",1056270494,5,3.5,5,"Dubbel",5,4.5,"Trappistes Rochefort 8",9.2,1696
"12",207,"Brasserie de Rochefort",1257054028,4.5,4.5,4.5,"Dubbel",4.5,5,"Trappistes Rochefort 8",9.2,1696
"13",207,"Brasserie de Rochefort",1187495504,3.5,4.5,4,"Dubbel",3,4,"Trappistes Rochefort 8",9.2,1696
"14",207,"Brasserie de Rochefort",1187398545,4.5,4,4,"Dubbel",4,4,"Trappistes Rochefort 8",9.2,1696
"15",207,"Brasserie de Rochefort",1187567222,4,4,4,"Dubbel",4,4,"Trappistes Rochefort 8",9.2,1696
"16",207,"Brasserie de Rochefort",1189837783,4.5,4.5,4.5,"Dubbel",4.5,4,"Trappistes Rochefort 8",9.2,1696
"17",207,"Brasserie de Rochefort",1189629670,3,4,3.5,"Dubbel",3.5,4,"Trappistes Rochefort 8",9.2,1696
"18",207,"Brasserie de Rochefort",1189372802,4.5,5,5,"Dubbel",5,5,"Trappistes Rochefort 8",9.2,1696
"19",207,"Brasserie de Rochefort",1189313972,5,4.5,5,"Dubbel",5,5,"Trappistes Rochefort 8",9.2,1696
"20",207,"Brasserie de Rochefort",1189301162,3.5,5,4,"Dubbel",3.5,4,"Trappistes Rochefort 8",9.2,1696
"21",207,"Brasserie de Rochefort",1188915109,4,4,4.5,"Dubbel",4,4.5,"Trappistes Rochefort 8",9.2,1696
"22",207,"Brasserie de Rochefort",1188853435,4.5,4,4,"Dubbel",4,4,"Trappistes Rochefort 8",9.2,1696
"23",207,"Brasserie de Rochefort",1188760331,4,4.5,4,"Dubbel",4.5,4.5,"Trappistes Rochefort 8",9.2,1696
"24",207,"Brasserie de Rochefort",1188527625,4.5,4.5,5,"Dubbel",4.5,4.5,"Trappistes Rochefort 8",9.2,1696
"25",207,"Brasserie de Rochefort",1188180615,5,4.5,4.5,"Dubbel",4,5,"Trappistes Rochefort 8",9.2,1696
"26",207,"Brasserie de Rochefort",1188165048,4,4.5,5,"Dubbel",4.5,4.5,"Trappistes Rochefort 8",9.2,1696
"27",207,"Brasserie de Rochefort",1188091673,4,4.5,3.5,"Dubbel",4,4.5,"Trappistes Rochefort 8",9.2,1696
"28",207,"Brasserie de Rochefort",1187972658,5,4.5,5,"Dubbel",4.5,5,"Trappistes Rochefort 8",9.2,1696
"29",207,"Brasserie de Rochefort",1187661459,2,4,4,"Dubbel",3.5,3,"Trappistes Rochefort 8",9.2,1696
"30",207,"Brasserie de Rochefort",1187573641,4.5,4.5,4,"Dubbel",4,4.5,"Trappistes Rochefort 8",9.2,1696
"31",207,"Brasserie de Rochefort",1187072314,4,4,4.5,"Dubbel",4.5,4.5,"Trappistes Rochefort 8",9.2,1696
"32",207,"Brasserie de Rochefort",1186695845,4.5,4,5,"Dubbel",5,5,"Trappistes Rochefort 8",9.2,1696
"33",207,"Brasserie de Rochefort",1186474655,3.5,4.5,5,"Dubbel",3.5,4,"Trappistes Rochefort 8",9.2,1696
"34",207,"Brasserie de Rochefort",1186370091,4.5,4,4,"Dubbel",4.5,5,"Trappistes Rochefort 8",9.2,1696
"35",207,"Brasserie de Rochefort",1186196761,5,4.5,4.5,"Dubbel",4,4.5,"Trappistes Rochefort 8",9.2,1696
"36",207,"Brasserie de Rochefort",1185929109,4,4,4.5,"Dubbel",4.5,4,"Trappistes Rochefort 8",9.2,1696
"37",207,"Brasserie de Rochefort",1185642021,3.5,3.5,2.5,"Dubbel",3.5,4,"Trappistes Rochefort 8",9.2,1696
"38",207,"Brasserie de Rochefort",1185384344,4.5,4,4.5,"Dubbel",4,4,"Trappistes Rochefort 8",9.2,1696
"39",207,"Brasserie de Rochefort",1185229178,5,4.5,4.5,"Dubbel",4.5,4.5,"Trappistes Rochefort 8",9.2,1696
"40",207,"Brasserie de Rochefort",1185154041,5,4.5,4,"Dubbel",4.5,5,"Trappistes Rochefort 8",9.2,1696
"41",207,"Brasserie de Rochefort",1184988433,2.5,4,3.5,"Dubbel",3.5,3,"Trappistes Rochefort 8",9.2,1696
"42",207,"Brasserie de Rochefort",1184878845,3,3.5,3,"Dubbel",3,4,"Trappistes Rochefort 8",9.2,1696
"43",207,"Brasserie de Rochefort",1184654796,2.5,4,3,"Dubbel",3.5,3,"Trappistes Rochefort 8",9.2,1696
"44",207,"Brasserie de Rochefort",1184074925,4,4.5,4,"Dubbel",4,4.5,"Trappistes Rochefort 8",9.2,1696
