"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",17960,"Three Creeks Brewing Co.",1310673944,3.5,3.5,3.5,"American Pale Ale (APA)",3.5,4,"Old Prospector Pale",5.3,43933
"2",17960,"Three Creeks Brewing Co.",1312772027,3.5,3.5,3.5,"American Blonde Ale",3.5,3.5,"Knotty Blonde",4,43931
"3",17960,"Three Creeks Brewing Co.",1310673232,3.5,3.5,3.5,"American Blonde Ale",3.5,3.5,"Knotty Blonde",4,43931
"4",17960,"Three Creeks Brewing Co.",1224015127,3,3,2.5,"American Blonde Ale",3,4,"Knotty Blonde",4,43931
"5",17960,"Three Creeks Brewing Co.",1216875882,3.5,3.5,3.5,"American Blonde Ale",3.5,3.5,"Knotty Blonde",4,43931
"6",17960,"Three Creeks Brewing Co.",1317693635,3,4,2.5,"American IPA",4,3.5,"Hoodoo Voodoo IPA",6,66075
"7",17960,"Three Creeks Brewing Co.",1315099855,3,2.5,4,"American IPA",4,3,"Hoodoo Voodoo IPA",6,66075
"8",17960,"Three Creeks Brewing Co.",1311394005,4,3.5,4,"American IPA",4,3.5,"Hoodoo Voodoo IPA",6,66075
"9",17960,"Three Creeks Brewing Co.",1310674513,3.5,3.5,3.5,"American IPA",3.5,3,"Hoodoo Voodoo IPA",6,66075
"10",17960,"Three Creeks Brewing Co.",1308285489,4,4,4,"American IPA",3.5,4,"Hoodoo Voodoo IPA",6,66075
"11",17960,"Three Creeks Brewing Co.",1308145085,4,4.5,4,"American IPA",4,4.5,"Hoodoo Voodoo IPA",6,66075
"12",17960,"Three Creeks Brewing Co.",1299551915,4,4,3.5,"American IPA",3.5,4,"Hoodoo Voodoo IPA",6,66075
"13",17960,"Three Creeks Brewing Co.",1297225577,3.5,3.5,3.5,"American IPA",3.5,4,"Hoodoo Voodoo IPA",6,66075
"14",17960,"Three Creeks Brewing Co.",1310674296,3.5,3.5,3.5,"American Amber / Red Ale",3.5,3.5,"Firestorm Red",5.8,45493
"15",17960,"Three Creeks Brewing Co.",1245217595,4.5,3.5,3,"American Amber / Red Ale",4,4,"Firestorm Red",5.8,45493
"16",17960,"Three Creeks Brewing Co.",1224554321,4,3.5,4,"American Amber / Red Ale",3.5,4,"Firestorm Red",5.8,45493
"17",17960,"Three Creeks Brewing Co.",1313611654,4,4,4,"American Black Ale",5,4.5,"8 Second IBA",6.6,43932
"18",17960,"Three Creeks Brewing Co.",1252953766,4,3.5,3.5,"American Black Ale",4,4,"8 Second IBA",6.6,43932
"19",17960,"Three Creeks Brewing Co.",1233269932,4.5,4,4,"American Black Ale",4,4.5,"8 Second IBA",6.6,43932
"20",17960,"Three Creeks Brewing Co.",1224554538,3,2.5,4,"American Black Ale",4,3,"8 Second IBA",6.6,43932
"21",17960,"Three Creeks Brewing Co.",1216876628,4.5,4,4.5,"American Black Ale",4.5,4.5,"8 Second IBA",6.6,43932
"22",17960,"Three Creeks Brewing Co.",1325203389,3,2.5,3,"American Porter",3,3,"FivePine Porter",6,67350
"23",17960,"Three Creeks Brewing Co.",1310674634,4,3.5,4,"American Porter",4,3.5,"FivePine Porter",6,67350
"24",17960,"Three Creeks Brewing Co.",1224554104,3.5,4,4,"American Pale Ale (APA)",4,4,"Old Prospector Pale",5.3,43933
"25",17960,"Three Creeks Brewing Co.",1216877101,4,2.5,3,"American Pale Ale (APA)",4,4,"Old Prospector Pale",5.3,43933
"26",17960,"Three Creeks Brewing Co.",1310673540,2,2,2.5,"Rye Beer",3,2,"Stonefly Rye",4.6,45363
"27",17960,"Three Creeks Brewing Co.",1296675755,3.5,3,3.5,"Rye Beer",3,3,"Stonefly Rye",4.6,45363
"28",17960,"Three Creeks Brewing Co.",1224197398,4,3.5,3.5,"Rye Beer",3.5,3.5,"Stonefly Rye",4.6,45363
"29",17960,"Three Creeks Brewing Co.",1224038748,4,4,3.5,"Rye Beer",4,4,"Stonefly Rye",4.6,45363
"30",17960,"Three Creeks Brewing Co.",1299984312,4.5,4,4,"American Strong Ale",4,4.5,"Rudolph's Imperial Red Ale",8.6,55893
"31",17960,"Three Creeks Brewing Co.",1293641084,4,4,3.5,"American Strong Ale",4,4.5,"Rudolph's Imperial Red Ale",8.6,55893
"32",17960,"Three Creeks Brewing Co.",1265427225,4.5,4,4,"American Strong Ale",4,5,"Rudolph's Imperial Red Ale",8.6,55893
"33",17960,"Three Creeks Brewing Co.",1224554651,2.5,4.5,4,"American Porter",3,2.5,"Oatmeal Porter",5.2,45494
"34",17960,"Three Creeks Brewing Co.",1279296165,4,4,3.5,"Kölsch",3,4,"Golden Stiches Kolsch",4.6,60112
