"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",11960,"Microbrasserie Sainte-Hélène",1295564801,4.5,4.5,4.5,"Foreign / Export Stout",4.5,4.5,"Jean Chris Numero 2 - Cognac Cask Edition",9,55637
"2",11960,"Microbrasserie Sainte-Hélène",1155825041,2,2,1.5,"Saison / Farmhouse Ale",2,2,"La Sainte Hélène Blonde",6.5,27341
"3",11960,"Microbrasserie Sainte-Hélène",1264594861,3,4,4,"Belgian IPA",4.5,4,"La Grognarde",5.5,34147
"4",11960,"Microbrasserie Sainte-Hélène",1223405079,4.5,4,4,"Belgian IPA",4,4,"La Grognarde",5.5,34147
"5",11960,"Microbrasserie Sainte-Hélène",1182198191,4,3.5,3,"Belgian IPA",3.5,3.5,"La Grognarde",5.5,34147
"6",11960,"Microbrasserie Sainte-Hélène",1165428380,4.5,4,3,"Belgian IPA",4,4,"La Grognarde",5.5,34147
"7",11960,"Microbrasserie Sainte-Hélène",1135105493,3,3.5,4,"Witbier",3,3,"Bière Blanche La Gaumette",5.2,27381
"8",11960,"Microbrasserie Sainte-Hélène",1134512841,3,3.5,3.5,"Saison / Farmhouse Ale",3,3.5,"La Sainte Hélène Blonde",6.5,27341
"9",11960,"Microbrasserie Sainte-Hélène",1306605462,4.5,4.5,4,"Tripel",3.5,4.5,"La Djean Triple",9,33607
"10",11960,"Microbrasserie Sainte-Hélène",1240342368,4,3.5,3.5,"Tripel",4,4,"La Djean Triple",9,33607
"11",11960,"Microbrasserie Sainte-Hélène",1239632116,3.5,3.5,4,"Tripel",3,3.5,"La Djean Triple",9,33607
"12",11960,"Microbrasserie Sainte-Hélène",1206996153,3,3,4,"Tripel",3.5,3.5,"La Djean Triple",9,33607
"13",11960,"Microbrasserie Sainte-Hélène",1162958030,3.5,4,4,"Tripel",4,4,"La Djean Triple",9,33607
"14",11960,"Microbrasserie Sainte-Hélène",1325593461,4,4,3.5,"Foreign / Export Stout",4,4,"Jean Chris Numero 2 - Cognac Cask Edition",9,55637
"15",11960,"Microbrasserie Sainte-Hélène",1325255630,4,4,4,"Foreign / Export Stout",4,4,"Jean Chris Numero 2 - Cognac Cask Edition",9,55637
"16",11960,"Microbrasserie Sainte-Hélène",1324654366,3,3.5,4.5,"Foreign / Export Stout",3,3,"Jean Chris Numero 2 - Cognac Cask Edition",9,55637
"17",11960,"Microbrasserie Sainte-Hélène",1323869498,4,3.5,4,"Foreign / Export Stout",3.5,4,"Jean Chris Numero 2 - Cognac Cask Edition",9,55637
"18",11960,"Microbrasserie Sainte-Hélène",1264374017,4,4,4,"Foreign / Export Stout",4.5,4,"Jean Chris Numero 2 - Cognac Cask Edition",9,55637
"19",11960,"Microbrasserie Sainte-Hélène",1194141350,3.5,4,4,"Belgian Pale Ale",3.5,3.5,"La Djean D' Mady",5.5,27009
"20",11960,"Microbrasserie Sainte-Hélène",1164932233,4.5,4,4.5,"Belgian Pale Ale",4,4.5,"La Djean D' Mady",5.5,27009
"21",11960,"Microbrasserie Sainte-Hélène",1132502494,2,2.5,3,"Belgian Pale Ale",2,2,"La Djean D' Mady",5.5,27009
"22",11960,"Microbrasserie Sainte-Hélène",1324940255,4,4.5,3.5,"American Barleywine",4,4,"Barley Wine",12,73595
"23",11960,"Microbrasserie Sainte-Hélène",1320871444,3,2,4,"American Barleywine",4,2.5,"Barley Wine",12,73595
"24",11960,"Microbrasserie Sainte-Hélène",1317327169,3,3.5,3,"American Barleywine",3,3,"Barley Wine",12,73595
"25",11960,"Microbrasserie Sainte-Hélène",1326040925,3.5,4,4,"Foreign / Export Stout",3.5,3.5,"Jean Chris Numero 2",9,55636
"26",11960,"Microbrasserie Sainte-Hélène",1244234626,2.5,3.5,4,"Belgian Strong Dark Ale",2.5,3.5,"La Sainte Hélène Ambree",8.5,27029
"27",11960,"Microbrasserie Sainte-Hélène",1323868562,4.5,4.5,4,"Foreign / Export Stout",4,4.5,"Jean Chris Numero 2",9,55636
"28",11960,"Microbrasserie Sainte-Hélène",1323259926,4.5,4.5,4,"Foreign / Export Stout",4,4.5,"Jean Chris Numero 2",9,55636
"29",11960,"Microbrasserie Sainte-Hélène",1318538843,4,4,5,"Foreign / Export Stout",4.5,4,"Jean Chris Numero 2",9,55636
"30",11960,"Microbrasserie Sainte-Hélène",1292983133,4,4,4,"Foreign / Export Stout",4,4,"Jean Chris Numero 2",9,55636
"31",11960,"Microbrasserie Sainte-Hélène",1264373524,4,4.5,3.5,"Foreign / Export Stout",4,4,"Jean Chris Numero 2",9,55636
"32",11960,"Microbrasserie Sainte-Hélène",1164936389,4,4,4,"Belgian Dark Ale",3.5,4,"La Marquise Du Pont D'Oye",6,27045
"33",11960,"Microbrasserie Sainte-Hélène",1154256639,2,2,3,"Belgian Dark Ale",2,2.5,"La Marquise Du Pont D'Oye",6,27045
"34",11960,"Microbrasserie Sainte-Hélène",1132682881,4.5,4.5,4,"Belgian Dark Ale",4.5,4,"La Marquise Du Pont D'Oye",6,27045
"35",11960,"Microbrasserie Sainte-Hélène",1175357522,2.5,2.5,4,"Belgian Strong Dark Ale",2.5,2.5,"La Sainte Hélène Ambree",8.5,27029
"36",11960,"Microbrasserie Sainte-Hélène",1132603435,4,3.5,3.5,"Belgian Strong Dark Ale",4,4,"La Sainte Hélène Ambree",8.5,27029
