"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",4374,"Lapin Kulta",1111840345,2.5,2.5,2.5,"Euro Strong Lager",2.5,3,"Lapin Kulta Premium Extra Strong Lager",7,14168
"2",4374,"Lapin Kulta",1068664612,2.5,3,2.5,"Euro Strong Lager",3,3,"Lapin Kulta Premium Extra Strong Lager",7,14168
"3",4374,"Lapin Kulta",1274791327,3,3,4.5,"Euro Pale Lager",2,2,"Lapin Kulta IV A",5.2,24604
"4",4374,"Lapin Kulta",1248278251,3,2.5,3,"Euro Pale Lager",3,3,"Lapin Kulta IV A",5.2,24604
"5",4374,"Lapin Kulta",1232364162,2.5,2.5,2.5,"Euro Pale Lager",3,3,"Lapin Kulta IV A",5.2,24604
"6",4374,"Lapin Kulta",1160164939,3,2.5,3.5,"Euro Pale Lager",2.5,2.5,"Lapin Kulta IV A",5.2,24604
"7",4374,"Lapin Kulta",1248145532,4,1,3,"Euro Pale Lager",3,3.5,"Lapin Kulta Special III",4.5,24605
"8",4374,"Lapin Kulta",1237331105,2,3,3,"Euro Pale Lager",2,2,"Lapin Kulta Special III",4.5,24605
"9",4374,"Lapin Kulta",1189677486,3,2.5,3,"Euro Pale Lager",3,2.5,"Lapin Kulta Special III",4.5,24605
"10",4374,"Lapin Kulta",1143334569,3,3,3.5,"Euro Pale Lager",3,3,"Lapin Kulta Special III",4.5,24605
