"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
1142,"L'Amère à Boire",1101834489,3,3,4,"Witbier",3,3,"Blanche",4.8,3572
1142,"L'Amère à Boire",1076695537,3,3,3.5,"Witbier",3,3,"Blanche",4.8,3572
1142,"L'Amère à Boire",1051772011,4,4,4,"Witbier",4,4,"Blanche",4.8,3572
1142,"L'Amère à Boire",1020436343,4.5,4,4,"Witbier",4,4,"Blanche",4.8,3572
1142,"L'Amère à Boire",1131680133,4,4,3.5,"Hefeweizen",3.5,3.5,"Hefe Weizen Naturtrub",5,26869
1142,"L'Amère à Boire",1211296927,4.5,4,3.5,"American Amber / Red Ale",5,4.5,"Fin De Siècle",6,9635
1142,"L'Amère à Boire",1181944023,4.5,3,4.5,"American Porter",4,4,"Boucanier",5,9636
1142,"L'Amère à Boire",1309739049,3.5,3.5,4,"Munich Dunkel Lager",4,3.5,"Drak",6,14762
1142,"L'Amère à Boire",1234881999,3,3.5,3.5,"Munich Dunkel Lager",3.5,3,"Drak",6,14762
1142,"L'Amère à Boire",1119647541,3.5,4,4,"Munich Dunkel Lager",3,3.5,"Drak",6,14762
1142,"L'Amère à Boire",1101834807,4,3.5,4,"Munich Dunkel Lager",4,3.5,"Drak",6,14762
1142,"L'Amère à Boire",1086442264,3.5,3.5,3.5,"Munich Dunkel Lager",3.5,3.5,"Drak",6,14762
1142,"L'Amère à Boire",1242176773,5,4.5,4.5,"Märzen / Oktoberfest",4.5,4.5,"Vollbier",5,9637
1142,"L'Amère à Boire",1211298120,4.5,4,4,"Märzen / Oktoberfest",4,4,"Vollbier",5,9637
1142,"L'Amère à Boire",1210900401,4,3.5,4.5,"Märzen / Oktoberfest",4,4.5,"Vollbier",5,9637
1142,"L'Amère à Boire",1083846802,3,3,3.5,"Märzen / Oktoberfest",3,3,"Vollbier",5,9637
1142,"L'Amère à Boire",1051773073,4,3.5,4,"Märzen / Oktoberfest",3.5,4,"Vollbier",5,9637
1142,"L'Amère à Boire",1309720460,4,3.5,4,"Hefeweizen",3.5,3.5,"Hefe Weizen Naturtrub",5,26869
1142,"L'Amère à Boire",1251335834,4,4,4,"Hefeweizen",4,4,"Hefe Weizen Naturtrub",5,26869
