"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",19213,"Blue Hills Brewery",1297699702,4.5,3.5,4,"Dunkelweizen",4,4.5,"Dunkelweizen",6.9,62821
"2",19213,"Blue Hills Brewery",1301790275,3.5,4,3.5,"American IPA",3,3.5,"Blue Hills Pub Draft IPA",6.6,61544
"3",19213,"Blue Hills Brewery",1319237010,3.5,4,3.5,"American IPA",3.5,4,"Blue Hills Pub Draft IPA",6.6,61544
"4",19213,"Blue Hills Brewery",1316863559,3.5,3.5,3.5,"American IPA",4,3.5,"Blue Hills Pub Draft IPA",6.6,61544
"5",19213,"Blue Hills Brewery",1315339481,4,4,4,"American IPA",3.5,4,"Blue Hills Pub Draft IPA",6.6,61544
"6",19213,"Blue Hills Brewery",1315322518,2.5,3,3.5,"American IPA",4,3,"Blue Hills Pub Draft IPA",6.6,61544
"7",19213,"Blue Hills Brewery",1313818593,4,4,4,"American IPA",3.5,4,"Blue Hills Pub Draft IPA",6.6,61544
"8",19213,"Blue Hills Brewery",1313191487,3.5,3,3,"American IPA",3.5,3.5,"Blue Hills Pub Draft IPA",6.6,61544
"9",19213,"Blue Hills Brewery",1304300847,4,3.5,4,"American IPA",4,4,"Blue Hills Pub Draft IPA",6.6,61544
"10",19213,"Blue Hills Brewery",1301772656,4,4,3.5,"American IPA",4,4,"Blue Hills Pub Draft IPA",6.6,61544
"11",19213,"Blue Hills Brewery",1300073791,3.5,4,3,"American IPA",4,3,"Blue Hills Pub Draft IPA",6.6,61544
"12",19213,"Blue Hills Brewery",1298695149,3.5,3.5,4,"American IPA",3.5,3.5,"Blue Hills Pub Draft IPA",6.6,61544
"13",19213,"Blue Hills Brewery",1295662449,4,3.5,4,"American IPA",3,3.5,"Blue Hills Pub Draft IPA",6.6,61544
"14",19213,"Blue Hills Brewery",1285446347,4,3.5,3.5,"American IPA",4,3.5,"Blue Hills Pub Draft IPA",6.6,61544
"15",19213,"Blue Hills Brewery",1284420091,3.5,3.5,3.5,"American IPA",4,3.5,"Blue Hills Pub Draft IPA",6.6,61544
"16",19213,"Blue Hills Brewery",1284043419,3.5,3.5,4,"American IPA",3.5,3.5,"Blue Hills Pub Draft IPA",6.6,61544
"17",19213,"Blue Hills Brewery",1283393218,3.5,4,4,"American IPA",3.5,4.5,"Blue Hills Pub Draft IPA",6.6,61544
"18",19213,"Blue Hills Brewery",1301863332,4,4,3.5,"American Pale Ale (APA)",4,4.5,"Anti-Matter Pale Ale",6,64200
"19",19213,"Blue Hills Brewery",1318811540,3.5,4,4,"American Pale Ale (APA)",3.5,3.5,"Anti-Matter Pale Ale",6,64200
"20",19213,"Blue Hills Brewery",1316819511,3,3.5,4,"American Pale Ale (APA)",2.5,3,"Anti-Matter Pale Ale",6,64200
"21",19213,"Blue Hills Brewery",1308221140,3,2.5,3.5,"American Pale Ale (APA)",3.5,2,"Anti-Matter Pale Ale",6,64200
"22",19213,"Blue Hills Brewery",1307309623,3.5,3.5,4,"American Pale Ale (APA)",3.5,3.5,"Anti-Matter Pale Ale",6,64200
"23",19213,"Blue Hills Brewery",1306979489,3,3.5,4,"American Pale Ale (APA)",3.5,3,"Anti-Matter Pale Ale",6,64200
"24",19213,"Blue Hills Brewery",1306541174,3.5,2.5,3.5,"American Pale Ale (APA)",4.5,3.5,"Anti-Matter Pale Ale",6,64200
"25",19213,"Blue Hills Brewery",1306290963,3.5,3.5,4,"American Pale Ale (APA)",4,3.5,"Anti-Matter Pale Ale",6,64200
