"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
1445,"Barley Island Brewing Company",1146611777,3,3.5,4,"Witbier",3,2,"Sheet Metal Blonde",5,18447
1445,"Barley Island Brewing Company",1189904425,3.5,3.5,3.5,"Witbier",3.5,3.5,"Sheet Metal Blonde",5,18447
1445,"Barley Island Brewing Company",1295590378,4.5,3,3,"American Pale Wheat Ale",4,3.5,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1292883966,3.5,3,4,"American Pale Wheat Ale",3,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1291091785,3.5,3,3.5,"American Pale Wheat Ale",3,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1281984156,3,3,3,"American Pale Wheat Ale",3,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1254074013,2,3,3.5,"American Pale Wheat Ale",2,2,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1188267774,3,4,3,"American Pale Wheat Ale",3,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1245276690,4,3,2.5,"American Pale Wheat Ale",3.5,2.5,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1243391230,4,3.5,3,"American Pale Wheat Ale",4,3.5,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1240263097,5,3.5,3.5,"American Pale Wheat Ale",3.5,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1239754066,4,4,2.5,"American Pale Wheat Ale",2.5,3.5,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1235965067,4,3,4,"American Pale Wheat Ale",3,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1225111277,3.5,3,3,"American Pale Wheat Ale",3,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1220385891,3.5,3,3,"American Pale Wheat Ale",3.5,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1217475449,3,3.5,2.5,"American Pale Wheat Ale",2.5,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1215111427,4.5,4,4,"American Pale Wheat Ale",4,3.5,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1199850921,3.5,2.5,2,"American Pale Wheat Ale",4,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1189906528,3.5,3.5,3.5,"American Pale Wheat Ale",3.5,3.5,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1189652207,4,3,3,"American Pale Wheat Ale",3,3,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1188450793,2,4,3,"American Pale Wheat Ale",1.5,2,"Flat Top Wheat",3.6,11949
1445,"Barley Island Brewing Company",1186199090,3.5,3,2,"American Pale Wheat Ale",2,3,"Flat Top Wheat",3.6,11949
