"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",12402,"SLO Brewing Co.",1273026673,4,3,2.5,"American Pale Ale (APA)",2.5,4,"Pale Ale",NA,47623
"2",12402,"SLO Brewing Co.",1233433592,4,3,2.5,"American Pale Ale (APA)",3.5,4,"Pale Ale",NA,47623
"3",12402,"SLO Brewing Co.",1234369229,3,3,2.5,"American Amber / Red Ale",2.5,3.5,"Amber",NA,47894
"4",12402,"SLO Brewing Co.",1237307832,3,2.5,1.5,"Irish Dry Stout",2.5,2.5,"Irish Stout",NA,48516
"5",12402,"SLO Brewing Co.",1273027625,2,3,3,"Oatmeal Stout",1,1.5,"Oatmeal Stout",NA,48918
"6",12402,"SLO Brewing Co.",1238744597,3,2,1,"Oatmeal Stout",1.5,2.5,"Oatmeal Stout",NA,48918
"7",12402,"SLO Brewing Co.",1234370382,2,2,2.5,"Hefeweizen",3,2,"Hefeweizen",NA,47896
"8",12402,"SLO Brewing Co.",1234369837,3,3.5,3,"American Blonde Ale",2.5,3.5,"Honey Blonde",NA,47895
"9",12402,"SLO Brewing Co.",1186899593,3,2.5,3,"American Pale Wheat Ale",3,3.5,"Golden Wheat",NA,31834
"10",12402,"SLO Brewing Co.",1153620361,5,1,3.5,"American Pale Wheat Ale",3,4,"Golden Wheat",NA,31834
"11",12402,"SLO Brewing Co.",1243621277,3,2.5,4,"American IPA",2.5,3,"IPA",NA,37024
"12",12402,"SLO Brewing Co.",1186900558,4,3.5,4,"American IPA",3.5,4,"IPA",NA,37024
"13",12402,"SLO Brewing Co.",1180305885,4,4,3,"American IPA",3.5,4,"IPA",NA,37024
