"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",19139,"Brasserie Des Vignes",1289390626,4,4,4,"Gueuze",4,4,"Bulles De Vignes #1",6,63353
"2",19139,"Brasserie Des Vignes",1301125984,3,3,4,"Bière de Garde",4,2.5,"La Clandestine",6.5,63351
"3",19139,"Brasserie Des Vignes",1289389730,3,3.5,3.5,"Bière de Garde",3,3.5,"La Clandestine",6.5,63351
"4",19139,"Brasserie Des Vignes",1289389324,5,4,3,"Belgian Pale Ale",4,4.5,"La Libertine",5,63350
"5",19139,"Brasserie Des Vignes",1302815590,4,5,4.5,"Gueuze",4,4.5,"La Vente D'Ange",6,63352
"6",19139,"Brasserie Des Vignes",1289390335,4.5,4,4,"Gueuze",4.5,4.5,"La Vente D'Ange",6,63352
"7",19139,"Brasserie Des Vignes",1289390866,3.5,4,4,"Lambic - Unblended",4,4,"Bulles De Vignes #2",6,63354
"8",19139,"Brasserie Des Vignes",1323633558,4,4,2.5,"Gueuze",4,4.5,"Bulles De Vignes  Cuvee 2011",6,70069
"9",19139,"Brasserie Des Vignes",1314475760,4,4,4,"Gueuze",4,4,"Bulles De Vignes  Cuvee 2011",6,70069
"10",19139,"Brasserie Des Vignes",1313688207,4,4,4,"Gueuze",3,4.5,"Bulles De Vignes  Cuvee 2011",6,70069
"11",19139,"Brasserie Des Vignes",1308237772,4,3,4,"Gueuze",4,4,"Bulles De Vignes  Cuvee 2011",6,70069
"12",19139,"Brasserie Des Vignes",1310631126,3.5,4,4,"Gueuze",4,3.5,"Bulles De Vignes #3",6,63355
"13",19139,"Brasserie Des Vignes",1289391270,3.5,4,4,"Gueuze",4.5,5,"Bulles De Vignes #3",6,63355
"14",19139,"Brasserie Des Vignes",1303065849,4,5,4.5,"Winter Warmer",4,3.5,"La Calabrune",8,67534
"15",19139,"Brasserie Des Vignes",1301125386,3.5,3.5,4,"Winter Warmer",4,4,"La Calabrune",8,67534
"16",19139,"Brasserie Des Vignes",1320428227,4,3.5,3.5,"Belgian Strong Dark Ale",4,4,"La Délinquante",7,50316
"17",19139,"Brasserie Des Vignes",1291088092,3.5,3,3.5,"Belgian Strong Dark Ale",4,4,"La Délinquante",7,50316
"18",19139,"Brasserie Des Vignes",1289389966,4,4,4,"Belgian Strong Dark Ale",4,4.5,"La Délinquante",7,50316
"19",19139,"Brasserie Des Vignes",1272789973,4,3.5,3.5,"Belgian Strong Dark Ale",3.5,4,"La Délinquante",7,50316
"20",19139,"Brasserie Des Vignes",1268234431,4,4,4,"Belgian Strong Dark Ale",4,4,"La Délinquante",7,50316
"21",19139,"Brasserie Des Vignes",1244320933,4,3.5,4.5,"Belgian Strong Dark Ale",4,4,"La Délinquante",7,50316
