"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",5204,"Castle Rock Brewery",1206288299,4,3.5,4,"English Bitter",4,4,"Castle Rock Hemlock Bitter",4,13047
"2",5204,"Castle Rock Brewery",1064799879,2,2,3,"English Bitter",2,2,"Castle Rock Hemlock Bitter",4,13047
"3",5204,"Castle Rock Brewery",1125821130,3,3,3,"English Pale Mild Ale",3,3.5,"Extra Pale Ale",4.2,25641
"4",5204,"Castle Rock Brewery",1147915378,3.5,3.5,4,"English Bitter",4,3.5,"Nottingham Crocus",3.9,30560
"5",5204,"Castle Rock Brewery",1072827324,3.5,4,3.5,"English Stout",3,3.5,"Nottingham Dark Stout",4.5,15158
"6",5204,"Castle Rock Brewery",1325882042,3.5,3.5,4,"American Blonde Ale",3.5,4,"Castle Rock Elsie Mo",4.7,28178
"7",5204,"Castle Rock Brewery",1295216890,4.5,4,4,"American Blonde Ale",3.5,4.5,"Castle Rock Elsie Mo",4.7,28178
"8",5204,"Castle Rock Brewery",1269469904,2.5,2,4,"American Blonde Ale",4,2,"Castle Rock Elsie Mo",4.7,28178
"9",5204,"Castle Rock Brewery",1251730796,3.5,3.5,4.5,"American Blonde Ale",4.5,3.5,"Castle Rock Elsie Mo",4.7,28178
"10",5204,"Castle Rock Brewery",1201631850,4.5,3.5,4.5,"American Blonde Ale",4,4,"Castle Rock Elsie Mo",4.7,28178
"11",5204,"Castle Rock Brewery",1141794033,4,4,3.5,"American Blonde Ale",3.5,4,"Castle Rock Elsie Mo",4.7,28178
"12",5204,"Castle Rock Brewery",1139089957,4,3.5,3,"American Blonde Ale",4,4,"Castle Rock Elsie Mo",4.7,28178
"13",5204,"Castle Rock Brewery",1072827106,3,2.5,3,"American Blonde Ale",2.5,3,"Snowhite",4.2,15157
"14",5204,"Castle Rock Brewery",1313606324,3.5,3.5,3,"English Bitter",3,3.5,"Kiss Me Kate",5,68561
"15",5204,"Castle Rock Brewery",1304438080,3,3.5,3,"English Bitter",3,3.5,"Kiss Me Kate",5,68561
"16",5204,"Castle Rock Brewery",1304286477,3,3,3,"English Bitter",3,3,"Kiss Me Kate",5,68561
"17",5204,"Castle Rock Brewery",1151939095,4,4,4,"American Blonde Ale",4,3.5,"Nottingham Gold",3.5,31493
"18",5204,"Castle Rock Brewery",1323294022,3,3,3.5,"English Bitter",3.5,3,"Harvest Pale",3.8,24330
"19",5204,"Castle Rock Brewery",1300217436,2,2,2,"English Bitter",3,2,"Harvest Pale",3.8,24330
"20",5204,"Castle Rock Brewery",1299192892,3,3.5,4,"English Bitter",3,3,"Harvest Pale",3.8,24330
"21",5204,"Castle Rock Brewery",1292744767,4,4,4.5,"English Bitter",4,4,"Harvest Pale",3.8,24330
"22",5204,"Castle Rock Brewery",1291318216,4.5,3.5,4.5,"English Bitter",4,4,"Harvest Pale",3.8,24330
"23",5204,"Castle Rock Brewery",1289245904,4,3.5,3,"English Bitter",3.5,4.5,"Harvest Pale",3.8,24330
"24",5204,"Castle Rock Brewery",1289148228,3.5,4,3.5,"English Bitter",3.5,3.5,"Harvest Pale",3.8,24330
"25",5204,"Castle Rock Brewery",1286841854,5,4.5,4.5,"English Bitter",4,5,"Harvest Pale",3.8,24330
"26",5204,"Castle Rock Brewery",1285851860,5,5,4.5,"English Bitter",4,5,"Harvest Pale",3.8,24330
"27",5204,"Castle Rock Brewery",1285597406,4.5,3.5,3.5,"English Bitter",3.5,4,"Harvest Pale",3.8,24330
"28",5204,"Castle Rock Brewery",1281466305,4,3.5,3,"English Bitter",3.5,3.5,"Harvest Pale",3.8,24330
"29",5204,"Castle Rock Brewery",1251729355,4.5,4,4.5,"English Bitter",4.5,4,"Harvest Pale",3.8,24330
"30",5204,"Castle Rock Brewery",1128865650,3.5,3.5,3.5,"English Bitter",3,3,"Harvest Pale",3.8,24330
"31",5204,"Castle Rock Brewery",1119374830,3.5,4,4,"English Bitter",4,3.5,"Harvest Pale",3.8,24330
