"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
1334,"Blind Tiger Brewery & Restaurant",1321888423,3.5,3.5,3.5,"Märzen / Oktoberfest",3.5,3.5,"Oktoberfest",NA,62082
1334,"Blind Tiger Brewery & Restaurant",1285463350,4,3.5,4,"Märzen / Oktoberfest",3,4,"Oktoberfest",NA,62082
1334,"Blind Tiger Brewery & Restaurant",1320284802,3.5,3.5,3,"American IPA",3.5,4,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1293476012,4,3.5,4,"American IPA",3,4,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1287179395,3.5,3,3.5,"American IPA",3.5,3.5,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1247009934,4,3.5,3.5,"American IPA",4,3.5,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1228941120,4,3.5,4,"American IPA",4,3.5,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1183222830,3,3.5,3,"American IPA",3.5,4,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1061676196,4.5,3.5,4,"Rauchbier",3.5,3.5,"Smokey The Beer",NA,12242
1334,"Blind Tiger Brewery & Restaurant",1094338936,4,4,4,"American IPA",4,4,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1034613494,4,4,4,"American IPA",4,4.5,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1031404826,4,4,3,"American IPA",3.5,3.5,"Tiger Bite IPA",NA,5931
1334,"Blind Tiger Brewery & Restaurant",1287141280,3.5,3.5,4,"American Pale Ale (APA)",4,3.5,"Holy Grail Pale Ale",NA,5928
1334,"Blind Tiger Brewery & Restaurant",1183222605,3.5,3.5,3.5,"American Pale Ale (APA)",3,3.5,"Holy Grail Pale Ale",NA,5928
1334,"Blind Tiger Brewery & Restaurant",1170129927,4.5,4.5,4,"American Pale Ale (APA)",4,4.5,"Holy Grail Pale Ale",NA,5928
1334,"Blind Tiger Brewery & Restaurant",1127745249,3,3.5,3.5,"American Pale Ale (APA)",3,3,"Holy Grail Pale Ale",NA,5928
1334,"Blind Tiger Brewery & Restaurant",1034613399,4,3.5,4,"American Pale Ale (APA)",4,4,"Holy Grail Pale Ale",NA,5928
1334,"Blind Tiger Brewery & Restaurant",1031402986,4.5,4,4.5,"American Pale Ale (APA)",4,4,"Holy Grail Pale Ale",NA,5928
1334,"Blind Tiger Brewery & Restaurant",1321888129,4,4,4,"Rauchbier",4.5,4,"Smokey The Beer",NA,12242
1334,"Blind Tiger Brewery & Restaurant",1254681115,1.5,2.5,4,"Rauchbier",3,2,"Smokey The Beer",NA,12242
1334,"Blind Tiger Brewery & Restaurant",1249956795,4,4,4,"Rauchbier",3.5,4,"Smokey The Beer",NA,12242
1334,"Blind Tiger Brewery & Restaurant",1320285102,3,2,2.5,"American Pale Wheat Ale",3.5,3,"County Seat Wheat",NA,6601
1334,"Blind Tiger Brewery & Restaurant",1287803674,3.5,3,3.5,"American Pale Wheat Ale",3,3,"County Seat Wheat",NA,6601
1334,"Blind Tiger Brewery & Restaurant",1287140825,2,2,3,"American Pale Wheat Ale",3,2,"County Seat Wheat",NA,6601
1334,"Blind Tiger Brewery & Restaurant",1047907893,3.5,3,3.5,"American Pale Wheat Ale",3.5,3.5,"County Seat Wheat",NA,6601
1334,"Blind Tiger Brewery & Restaurant",1034515559,3.5,3,2,"American Pale Wheat Ale",3.5,2.5,"County Seat Wheat",NA,6601
1334,"Blind Tiger Brewery & Restaurant",1076943435,4,3.5,3.5,"American IPA",4,3.5,"Celebration Ale",7.5,15940
1334,"Blind Tiger Brewery & Restaurant",1320286516,3,4,3,"American Porter",3.5,3,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1308597979,4,4.5,3.5,"American Porter",3.5,4,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1294599619,4,4,4,"American Porter",3.5,4.5,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1229042653,2.5,3,3.5,"American Porter",3.5,2.5,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1204828717,3.5,4.5,3.5,"American Porter",4,4,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1179444857,4.5,4.5,3.5,"American Porter",4,4.5,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1157771415,3.5,4.5,4,"American Porter",4,4.5,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1141751624,4,4,4,"American Porter",4,4,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1047909525,3.5,3.5,4.5,"American Porter",3.5,3,"Java Porter",NA,8993
1334,"Blind Tiger Brewery & Restaurant",1287143573,1,2,3,"Fruit / Vegetable Beer",2,1,"Raspberry Wheat",NA,6633
1334,"Blind Tiger Brewery & Restaurant",1066081972,3,3.5,3.5,"Fruit / Vegetable Beer",4,3,"Raspberry Wheat",NA,6633
1334,"Blind Tiger Brewery & Restaurant",1034612935,4,4,3.5,"Fruit / Vegetable Beer",4,4,"Raspberry Wheat",NA,6633
1334,"Blind Tiger Brewery & Restaurant",1291416164,4,4,4.5,"Russian Imperial Stout",4,4,"Imperial Stout",8,8991
