"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",11053,"The Firehouse Brewing Co.",1171168819,2.5,2.5,3.5,"American Pale Ale (APA)",2.5,2.5,"Firehouse American Pale Ale",NA,22574
"2",11053,"The Firehouse Brewing Co.",1247591804,3.5,3.5,4,"American Pale Wheat Ale",3.5,3.5,"Firehouse Hefeweizen",NA,34966
"3",11053,"The Firehouse Brewing Co.",1245811792,3,3,4,"American Pale Wheat Ale",3.5,3,"Firehouse Hefeweizen",NA,34966
"4",11053,"The Firehouse Brewing Co.",1259636970,4,3,3.5,"American Pale Ale (APA)",3.5,3.5,"Firehouse American Pale Ale",NA,22574
"5",11053,"The Firehouse Brewing Co.",1251154719,3.5,3,3.5,"American Pale Wheat Ale",3.5,3.5,"Firehouse Hefeweizen",NA,34966
"6",11053,"The Firehouse Brewing Co.",1286745473,4,3.5,4,"American Brown Ale",3.5,4,"Leatherhead Brown Ale",NA,62493
"7",11053,"The Firehouse Brewing Co.",1286742789,2.5,3,3.5,"American Adjunct Lager",3,2.5,"Firehouse Diego Especial",NA,55345
"8",11053,"The Firehouse Brewing Co.",1263183481,4,2,2.5,"American Adjunct Lager",3,3,"Firehouse Diego Especial",NA,55345
"9",11053,"The Firehouse Brewing Co.",1289632952,4.5,4.5,4.5,"American IPA",4.5,4.5,"Hop Farmer IPA",6.1,61458
"10",11053,"The Firehouse Brewing Co.",1286744868,4,4,4,"American IPA",4,4,"Hop Farmer IPA",6.1,61458
"11",11053,"The Firehouse Brewing Co.",1258524850,3.5,3,3,"American Pale Ale (APA)",4,3,"Firehouse American Pale Ale",NA,22574
"12",11053,"The Firehouse Brewing Co.",1283055101,4.5,4,5,"American IPA",4,4,"Hop Farmer IPA",6.1,61458
"13",11053,"The Firehouse Brewing Co.",1286744301,4,3.5,4,"American IPA",3.5,4,"Firehouse IPA",NA,51382
"14",11053,"The Firehouse Brewing Co.",1248388701,4,4,3.5,"American IPA",3.5,3.5,"Firehouse IPA",NA,51382
"15",11053,"The Firehouse Brewing Co.",1301529907,1,1.5,2,"American Pale Ale (APA)",4,2,"Firehouse American Pale Ale",NA,22574
"16",11053,"The Firehouse Brewing Co.",1301066649,4,4,4.5,"American Pale Ale (APA)",4,3.5,"Firehouse American Pale Ale",NA,22574
"17",11053,"The Firehouse Brewing Co.",1286740645,3.5,3.5,3.5,"American Pale Ale (APA)",3.5,3.5,"Firehouse American Pale Ale",NA,22574
"18",11053,"The Firehouse Brewing Co.",1280110099,4,3,4,"American Pale Ale (APA)",3.5,3.5,"Firehouse American Pale Ale",NA,22574
"19",11053,"The Firehouse Brewing Co.",1278017107,4,2.5,3.5,"American Pale Ale (APA)",4,3.5,"Firehouse American Pale Ale",NA,22574
