"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
646,"Carlow Brewing Company",1222399147,4,3.5,4,"Irish Dry Stout",4,4.5,"O'Hara's Irish Stout",4.3,1751
646,"Carlow Brewing Company",1047909931,4,3.5,4,"Irish Dry Stout",4,4,"O'Hara's Irish Stout",4.3,1751
646,"Carlow Brewing Company",1046210796,4.5,3.5,4.5,"Irish Dry Stout",3.5,4,"O'Hara's Irish Stout",4.3,1751
646,"Carlow Brewing Company",1017229077,4.5,4.5,4,"Irish Dry Stout",4,4,"O'Hara's Irish Stout",4.3,1751
646,"Carlow Brewing Company",1016098191,4.5,4,5,"Irish Dry Stout",4.5,4,"O'Hara's Irish Stout",4.3,1751
646,"Carlow Brewing Company",1297704454,3.5,3.5,3.5,"Irish Dry Stout",3.5,3.5,"O'Hara's Irish Stout",4.3,1751
646,"Carlow Brewing Company",1245026954,4,4,4,"Irish Red Ale",3,3.5,"O'Hara's Irish Red",4.3,22181
646,"Carlow Brewing Company",1285012369,4,4,4,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1282351811,4.5,4,4.5,"Irish Dry Stout",4,4.5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1279679330,4,4,4.5,"Irish Dry Stout",3,4.5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1274240162,4.5,4,4.5,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1235923858,5,4,4,"Irish Dry Stout",5,5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1048791855,3.5,3,4,"Irish Red Ale",3,3.5,"Moling's Traditional Red Ale",4.3,1753
646,"Carlow Brewing Company",1269213738,4.5,3.5,4.5,"Irish Dry Stout",4.5,3.5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1269144564,4.5,4,4,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1260673705,4,3.5,4.5,"Irish Dry Stout",4.5,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1259256505,4,3.5,4,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1257029426,4.5,3.5,4,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1252107411,4,4,4,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1251827339,4,4.5,4,"Irish Dry Stout",4,4.5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1251325888,4,4,4,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1248063987,4,4.5,4.5,"Irish Dry Stout",4,4.5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1246657306,3.5,3.5,4.5,"Irish Dry Stout",3,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1241200232,4.5,4,4.5,"Irish Dry Stout",5,5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1239846311,4,3.5,4,"Irish Dry Stout",3.5,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1238906383,4,3.5,4,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1238876850,3.5,4,4.5,"Irish Dry Stout",4,3,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1238362185,4,3.5,4,"Irish Dry Stout",4,4,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1237336753,4.5,4,4.5,"Irish Dry Stout",4.5,5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1237250165,3,4.5,4.5,"Irish Dry Stout",3,3,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1237157087,4.5,4.5,4.5,"Irish Dry Stout",4,4.5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1236992160,5,5,4.5,"Irish Dry Stout",4.5,5,"O'Hara's Celebration Stout",6,41100
646,"Carlow Brewing Company",1233908740,4,4.5,5,"Irish Dry Stout",4.5,4.5,"O'Hara's Celebration Stout",6,41100
