"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",10699,"Pittsfield Brew Works",1204422172,4,4,4,"Rauchbier",4,4,"RauchBier",4.8,38227
"2",10699,"Pittsfield Brew Works",1187332316,4,4,3.5,"Rauchbier",4,4.5,"RauchBier",4.8,38227
"3",10699,"Pittsfield Brew Works",1125458651,4.5,3.5,4,"Czech Pilsener",4,4,"Kick Ass Pilsner",4.5,25305
"4",10699,"Pittsfield Brew Works",1178881012,3,3,4,"American Pale Ale (APA)",3,3,"Blackberry  Ale",5.5,36764
"5",10699,"Pittsfield Brew Works",1178882106,4,3,4,"Kölsch",3,3,"Dohoney's Gold",5.6,24831
"6",10699,"Pittsfield Brew Works",1159460209,4,3.5,4,"Kölsch",3.5,4,"Dohoney's Gold",5.6,24831
"7",10699,"Pittsfield Brew Works",1215962154,4,3.5,3.5,"Munich Dunkel Lager",3.5,3.5,"Dunkle",4.5,43709
"8",10699,"Pittsfield Brew Works",1272235428,3.5,3,3.5,"American IPA",3.5,3.5,"Legacy IPA",6.7,24736
"9",10699,"Pittsfield Brew Works",1239309735,4.5,4,4,"American IPA",4,4.5,"Legacy IPA",6.7,24736
"10",10699,"Pittsfield Brew Works",1231621097,4.5,4,4,"American IPA",4,4,"Legacy IPA",6.7,24736
"11",10699,"Pittsfield Brew Works",1204416210,4,4,3.5,"American IPA",4,4,"Legacy IPA",6.7,24736
"12",10699,"Pittsfield Brew Works",1192124559,4.5,4,4,"American IPA",3.5,4,"Legacy IPA",6.7,24736
"13",10699,"Pittsfield Brew Works",1140287946,4,4,4,"American IPA",4,4,"Legacy IPA",6.7,24736
"14",10699,"Pittsfield Brew Works",1129058334,4,4.5,4,"American IPA",4.5,4,"Legacy IPA",6.7,24736
"15",10699,"Pittsfield Brew Works",1121220762,4.5,4,4,"American IPA",4.5,4.5,"Legacy IPA",6.7,24736
"16",10699,"Pittsfield Brew Works",1205151649,5,4.5,4,"American Barleywine",4,4.5,"Bees Knees Barleywine",11.2,41494
"17",10699,"Pittsfield Brew Works",1178879109,3.5,4.5,3.5,"Tripel",4,3.5,"3rd Eye Triple",9.8,36054
"18",10699,"Pittsfield Brew Works",1176679241,3.5,4,4,"Tripel",4,4,"3rd Eye Triple",9.8,36054
"19",10699,"Pittsfield Brew Works",1219487405,4.5,4,3.5,"English Pale Ale",4,4,"Ahab's Resolve English Pale Ale",5.3,28233
"20",10699,"Pittsfield Brew Works",1152186448,4,3.5,4.5,"English Pale Ale",4,4,"Ahab's Resolve English Pale Ale",5.3,28233
"21",10699,"Pittsfield Brew Works",1140288217,3.5,3.5,4,"Winter Warmer",3.5,3.5,"Rudolph's Secret Spiced Ale",NA,28419
"22",10699,"Pittsfield Brew Works",1159462262,4,4.5,4,"Czech Pilsener",3.5,4,"Prost Pilsner",5.5,31758
"23",10699,"Pittsfield Brew Works",1153171376,4,4,4,"Czech Pilsener",4,4,"Prost Pilsner",5.5,31758
"24",10699,"Pittsfield Brew Works",1211933781,4,3.5,4,"Irish Red Ale",4,4,"McKenna's Irish Red",5.4,24833
"25",10699,"Pittsfield Brew Works",1204426118,4,3.5,4,"Irish Red Ale",4,3.5,"McKenna's Irish Red",5.4,24833
"26",10699,"Pittsfield Brew Works",1178882442,3,3,4,"Irish Red Ale",3,3,"McKenna's Irish Red",5.4,24833
"27",10699,"Pittsfield Brew Works",1159460579,3,3,3.5,"Irish Red Ale",3,3.5,"McKenna's Irish Red",5.4,24833
