"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
361,"Bend Brewing Company",1163739711,3.5,4,4,"American Porter",4,4,"Bourbon Barrel Aged Porter",NA,33802
361,"Bend Brewing Company",1317526855,3.5,3,3.5,"American IPA",3.5,3.5,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1310713401,3.5,3,4.5,"American IPA",3.5,3.5,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1304991552,4.5,4.5,4,"American IPA",4,4,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1292719184,3,3.5,4,"American IPA",3.5,3.5,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1278190275,4,3.5,4,"American IPA",3.5,3.5,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1249855325,4.5,4,4.5,"American IPA",5,4.5,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1233450370,4,4,4,"American IPA",4,4.5,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1202852632,4,4.5,4,"American IPA",4,4.5,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1112146392,4,4,4,"American IPA",3.5,4.5,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1097282647,4,4.5,4.5,"American IPA",3.5,4,"Elk Lake IPA",NA,20228
361,"Bend Brewing Company",1317526974,3,3,3,"Irish Dry Stout",3.5,4,"Irish Stout",NA,73701
361,"Bend Brewing Company",1278019007,3,3,3.5,"American Porter",3,3,"Vanilla Porter",NA,20596
361,"Bend Brewing Company",1099443572,4,5,3.5,"American Porter",3.5,4.5,"Vanilla Porter",NA,20596
361,"Bend Brewing Company",1323804284,4.5,4,3.5,"Old Ale",4,4.5,"Outback X",9.5,42540
361,"Bend Brewing Company",1323128677,4.5,4.5,4,"Old Ale",4,4,"Outback X",9.5,42540
361,"Bend Brewing Company",1311638737,4,3.5,4,"Old Ale",3.5,4,"Outback X",9.5,42540
361,"Bend Brewing Company",1280531861,4,4,3.5,"Old Ale",4,4.5,"Outback X",9.5,42540
361,"Bend Brewing Company",1280076142,4,4,4.5,"Old Ale",4,4,"Outback X",9.5,42540
361,"Bend Brewing Company",1210172573,4.5,4.5,4,"Old Ale",4,4.5,"Outback X",9.5,42540
361,"Bend Brewing Company",1281551196,4.5,4.5,4,"Hefeweizen",4,4,"German Hefeweizen",5.4,60071
361,"Bend Brewing Company",1279118822,4.5,4.5,4,"Hefeweizen",4,4.5,"German Hefeweizen",5.4,60071
361,"Bend Brewing Company",1279298144,4,4,4,"Old Ale",4,4,"Outback Old Ale",NA,939
361,"Bend Brewing Company",1202844684,4,3.5,4,"Old Ale",4,4.5,"Outback Old Ale",NA,939
361,"Bend Brewing Company",1101787884,3,3.5,3.5,"Old Ale",3.5,3,"Outback Old Ale",NA,939
361,"Bend Brewing Company",1097291157,2.5,3,3.5,"Old Ale",2.5,3,"Outback Old Ale",NA,939
361,"Bend Brewing Company",1084737128,3.5,3,4,"Old Ale",3,4,"Outback Old Ale",NA,939
361,"Bend Brewing Company",1314620909,2.5,3.5,4.5,"Russian Imperial Stout",3,2,"Russian Imperial Stout",NA,71018
361,"Bend Brewing Company",1128140484,3.5,4.5,4,"American Double / Imperial IPA",3,3,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1310626351,3.5,4,4.5,"Russian Imperial Stout",4,3.5,"Russian Imperial Stout",NA,71018
361,"Bend Brewing Company",1319816633,4,4,4,"Fruit / Vegetable Beer",4,4,"Ching Ching",4.5,70099
361,"Bend Brewing Company",1314621164,3.5,3,3,"Fruit / Vegetable Beer",3.5,3.5,"Ching Ching",4.5,70099
361,"Bend Brewing Company",1314552089,4,3.5,4,"Fruit / Vegetable Beer",4,4,"Ching Ching",4.5,70099
361,"Bend Brewing Company",1313959730,2.5,3,3,"Fruit / Vegetable Beer",2.5,2.5,"Ching Ching",4.5,70099
361,"Bend Brewing Company",1308321371,4,4,4,"Fruit / Vegetable Beer",3.5,4,"Ching Ching",4.5,70099
361,"Bend Brewing Company",1097285163,3,2.5,2.5,"Märzen / Oktoberfest",2.5,3,"Oktoberfest",5.8,20229
361,"Bend Brewing Company",1321856813,4.5,4.5,3.5,"American Double / Imperial IPA",5,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1321676721,3.5,4,3.5,"American Double / Imperial IPA",4,3.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1320361716,4.5,4,4,"American Double / Imperial IPA",5,4,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1315960931,4.5,4.5,4.5,"American Double / Imperial IPA",4.5,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1317852504,2.5,2,3,"Fruit / Vegetable Beer",3,2.5,"Apricot Ale",NA,73815
361,"Bend Brewing Company",1315001504,4.5,4.5,4.5,"American Double / Imperial IPA",4.5,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1314831090,5,4.5,4.5,"American Double / Imperial IPA",5,5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1314425716,3.5,3,3.5,"American Double / Imperial IPA",3.5,3.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1313347114,4,4,4.5,"American Double / Imperial IPA",4,3.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1310625316,3,3.5,3.5,"American Double / Imperial IPA",3.5,3,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1292722841,4,3.5,4,"American Double / Imperial IPA",4,4,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1292605526,5,4.5,4,"American Double / Imperial IPA",4,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1291316025,4,4.5,4,"American Double / Imperial IPA",4.5,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1284001271,4.5,4,4,"American Double / Imperial IPA",4,4,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1278195262,4,4,3.5,"American Double / Imperial IPA",3,3.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1252602718,4.5,4.5,4,"American Double / Imperial IPA",4,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1228798768,4.5,4.5,4,"American Double / Imperial IPA",4,4,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1217175300,4.5,4.5,4,"American Double / Imperial IPA",4,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1208582828,4.5,5,4.5,"American Double / Imperial IPA",4.5,5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1202844376,4.5,4.5,4,"American Double / Imperial IPA",4,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1195970382,4,4,4.5,"American Double / Imperial IPA",4.5,4,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1185343476,4.5,4,4,"American Double / Imperial IPA",4.5,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1167719773,4.5,4.5,4,"American Double / Imperial IPA",4,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1163740367,4,4,3.5,"American Double / Imperial IPA",4,4,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1163265580,4.5,4.5,4.5,"American Double / Imperial IPA",4.5,5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1159668011,5,4.5,4,"American Double / Imperial IPA",4.5,5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1159656847,3.5,4,4,"American Double / Imperial IPA",3.5,4,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1129283584,4.5,3.5,3.5,"American Double / Imperial IPA",3.5,4.5,"Hophead Imperial IPA",9.2,26090
361,"Bend Brewing Company",1313960044,3,3.5,3,"Doppelbock",3,3,"Dopplebock",7.8,22807
361,"Bend Brewing Company",1312757942,4,4,4,"Doppelbock",4,4,"Dopplebock",7.8,22807
361,"Bend Brewing Company",1163739047,4.5,4,4.5,"Doppelbock",4.5,4.5,"Dopplebock",7.8,22807
361,"Bend Brewing Company",1111912502,3.5,3.5,4,"Doppelbock",4,4,"Dopplebock",7.8,22807
