"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",1730,"Karlova&#267;ka Pivovara",1123701157,3.5,3,3,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"2",1730,"Karlova&#267;ka Pivovara",1315168146,3,3,4,"Czech Pilsener",4,3,"Karlovacko",5,4877
"3",1730,"Karlova&#267;ka Pivovara",1314714179,3,3,3,"Czech Pilsener",2.5,3,"Karlovacko",5,4877
"4",1730,"Karlova&#267;ka Pivovara",1178026149,4,3,4,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"5",1730,"Karlova&#267;ka Pivovara",1176856061,3,3.5,3,"Czech Pilsener",3,3,"Karlovacko",5,4877
"6",1730,"Karlova&#267;ka Pivovara",1175721695,4,3,3,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"7",1730,"Karlova&#267;ka Pivovara",1172472736,4.5,3,4,"Czech Pilsener",3,3,"Karlovacko",5,4877
"8",1730,"Karlova&#267;ka Pivovara",1171620336,4.5,3.5,3.5,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"9",1730,"Karlova&#267;ka Pivovara",1171227009,4,3,3,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"10",1730,"Karlova&#267;ka Pivovara",1170424361,4,2,3,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"11",1730,"Karlova&#267;ka Pivovara",1168045323,4,3.5,3.5,"Czech Pilsener",3.5,4,"Karlovacko",5,4877
"12",1730,"Karlova&#267;ka Pivovara",1164686149,3.5,3,3.5,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"13",1730,"Karlova&#267;ka Pivovara",1162786379,2.5,2,4,"Czech Pilsener",2,3,"Karlovacko",5,4877
"14",1730,"Karlova&#267;ka Pivovara",1162339092,2.5,2.5,3,"Czech Pilsener",2.5,2.5,"Karlovacko",5,4877
"15",1730,"Karlova&#267;ka Pivovara",1161990259,2.5,3,1.5,"Czech Pilsener",2,3.5,"Karlovacko",5,4877
"16",1730,"Karlova&#267;ka Pivovara",1143599184,2,3,3,"Czech Pilsener",2,2,"Karlovacko",5,4877
"17",1730,"Karlova&#267;ka Pivovara",1159898247,2.5,2,4,"Czech Pilsener",2,3,"Karlovacko",5,4877
"18",1730,"Karlova&#267;ka Pivovara",1157866881,1.5,1.5,4,"Czech Pilsener",1.5,1.5,"Karlovacko",5,4877
"19",1730,"Karlova&#267;ka Pivovara",1157163121,3.5,4,3,"Czech Pilsener",3.5,3,"Karlovacko",5,4877
"20",1730,"Karlova&#267;ka Pivovara",1157055764,4,2.5,3,"Czech Pilsener",3.5,3,"Karlovacko",5,4877
"21",1730,"Karlova&#267;ka Pivovara",1154736131,2.5,2.5,3,"Czech Pilsener",3,2.5,"Karlovacko",5,4877
"22",1730,"Karlova&#267;ka Pivovara",1154237466,4,4.5,4,"Czech Pilsener",4,4.5,"Karlovacko",5,4877
"23",1730,"Karlova&#267;ka Pivovara",1153693076,3,3,3,"Czech Pilsener",3,3,"Karlovacko",5,4877
"24",1730,"Karlova&#267;ka Pivovara",1151381377,4.5,3.5,3.5,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"25",1730,"Karlova&#267;ka Pivovara",1149628952,3,2.5,3,"Czech Pilsener",3,2.5,"Karlovacko",5,4877
"26",1730,"Karlova&#267;ka Pivovara",1147919337,3,3,3,"Czech Pilsener",3,2.5,"Karlovacko",5,4877
"27",1730,"Karlova&#267;ka Pivovara",1147647878,2,2.5,2,"Czech Pilsener",3,2,"Karlovacko",5,4877
"28",1730,"Karlova&#267;ka Pivovara",1147319998,3.5,3.5,2.5,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"29",1730,"Karlova&#267;ka Pivovara",1146683530,2,2.5,2,"Czech Pilsener",3,2,"Karlovacko",5,4877
"30",1730,"Karlova&#267;ka Pivovara",1142911268,3.5,2.5,2.5,"Czech Pilsener",3,3,"Karlovacko",5,4877
"31",1730,"Karlova&#267;ka Pivovara",1141867520,3.5,3,3.5,"Czech Pilsener",3,3,"Karlovacko",5,4877
"32",1730,"Karlova&#267;ka Pivovara",1140662331,2.5,2.5,2.5,"Czech Pilsener",3,3,"Karlovacko",5,4877
"33",1730,"Karlova&#267;ka Pivovara",1139092400,4,3.5,3,"Czech Pilsener",4,4,"Karlovacko",5,4877
"34",1730,"Karlova&#267;ka Pivovara",1138739567,3.5,2,2,"Czech Pilsener",3,3,"Karlovacko",5,4877
"35",1730,"Karlova&#267;ka Pivovara",1137530634,4,2,2,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"36",1730,"Karlova&#267;ka Pivovara",1136798222,3,3,2.5,"Czech Pilsener",3,3,"Karlovacko",5,4877
"37",1730,"Karlova&#267;ka Pivovara",1136430835,3,2.5,4,"Czech Pilsener",3,3,"Karlovacko",5,4877
"38",1730,"Karlova&#267;ka Pivovara",1132711048,4,4,3.5,"Czech Pilsener",3.5,3,"Karlovacko",5,4877
"39",1730,"Karlova&#267;ka Pivovara",1131844331,4,3,4.5,"Czech Pilsener",3,3,"Karlovacko",5,4877
"40",1730,"Karlova&#267;ka Pivovara",1129854785,2.5,2,3.5,"Czech Pilsener",3,2,"Karlovacko",5,4877
"41",1730,"Karlova&#267;ka Pivovara",1128129474,4,3.5,3.5,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"42",1730,"Karlova&#267;ka Pivovara",1123477469,4,3.5,4,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"43",1730,"Karlova&#267;ka Pivovara",1120674311,4,4,4.5,"Czech Pilsener",4,3.5,"Karlovacko",5,4877
"44",1730,"Karlova&#267;ka Pivovara",1120009045,3.5,3.5,2.5,"Czech Pilsener",3,2.5,"Karlovacko",5,4877
"45",1730,"Karlova&#267;ka Pivovara",1116810406,4,3,3,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"46",1730,"Karlova&#267;ka Pivovara",1116508528,3.5,3,3,"Czech Pilsener",3,3,"Karlovacko",5,4877
"47",1730,"Karlova&#267;ka Pivovara",1114374921,4,3,3.5,"Czech Pilsener",3.5,3,"Karlovacko",5,4877
"48",1730,"Karlova&#267;ka Pivovara",1113113884,3.5,3,3.5,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"49",1730,"Karlova&#267;ka Pivovara",1111529490,3,2.5,3,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"50",1730,"Karlova&#267;ka Pivovara",1110844414,2,2,4,"Czech Pilsener",2,2,"Karlovacko",5,4877
"51",1730,"Karlova&#267;ka Pivovara",1109648219,3.5,3,3,"Czech Pilsener",3,4,"Karlovacko",5,4877
"52",1730,"Karlova&#267;ka Pivovara",1108336115,3,2.5,2.5,"Czech Pilsener",2.5,2.5,"Karlovacko",5,4877
"53",1730,"Karlova&#267;ka Pivovara",1106365679,3,2.5,3.5,"Czech Pilsener",2.5,2.5,"Karlovacko",5,4877
"54",1730,"Karlova&#267;ka Pivovara",1105157836,2.5,2,2.5,"Czech Pilsener",2,2,"Karlovacko",5,4877
"55",1730,"Karlova&#267;ka Pivovara",1104346983,2.5,2.5,2.5,"Czech Pilsener",2.5,2.5,"Karlovacko",5,4877
"56",1730,"Karlova&#267;ka Pivovara",1100057516,3.5,3,3.5,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"57",1730,"Karlova&#267;ka Pivovara",1095052344,2,2,3,"Czech Pilsener",1.5,2,"Karlovacko",5,4877
"58",1730,"Karlova&#267;ka Pivovara",1094953539,3.5,3,3.5,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"59",1730,"Karlova&#267;ka Pivovara",1089179542,3,2,4,"Czech Pilsener",2.5,2,"Karlovacko",5,4877
"60",1730,"Karlova&#267;ka Pivovara",1087936231,4.5,3.5,3,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"61",1730,"Karlova&#267;ka Pivovara",1085677294,4,4,4,"Czech Pilsener",4,4,"Karlovacko",5,4877
"62",1730,"Karlova&#267;ka Pivovara",1077157099,4,4,4,"Czech Pilsener",3.5,4.5,"Karlovacko",5,4877
"63",1730,"Karlova&#267;ka Pivovara",1075772989,4,3.5,3,"Czech Pilsener",4.5,3.5,"Karlovacko",5,4877
"64",1730,"Karlova&#267;ka Pivovara",1073605950,2,2,3,"Czech Pilsener",2,2,"Karlovacko",5,4877
"65",1730,"Karlova&#267;ka Pivovara",1070074048,3.5,3,4,"Czech Pilsener",3,3,"Karlovacko",5,4877
"66",1730,"Karlova&#267;ka Pivovara",1069847070,3.5,3,3,"Czech Pilsener",3,3,"Karlovacko",5,4877
"67",1730,"Karlova&#267;ka Pivovara",1068523538,3.5,3,3,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"68",1730,"Karlova&#267;ka Pivovara",1068166476,3,3,3.5,"Czech Pilsener",3,3,"Karlovacko",5,4877
"69",1730,"Karlova&#267;ka Pivovara",1064272571,3,3,4,"Czech Pilsener",3,3.5,"Karlovacko",5,4877
"70",1730,"Karlova&#267;ka Pivovara",1063799404,2.5,1.5,2,"Czech Pilsener",3,3,"Karlovacko",5,4877
"71",1730,"Karlova&#267;ka Pivovara",1060997050,2,2,2.5,"Czech Pilsener",2,2,"Karlovacko",5,4877
"72",1730,"Karlova&#267;ka Pivovara",1060300983,3.5,3,3,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
"73",1730,"Karlova&#267;ka Pivovara",1058080387,1.5,2.5,3,"Czech Pilsener",2,2,"Karlovacko",5,4877
"74",1730,"Karlova&#267;ka Pivovara",1057605343,3,3,3,"Czech Pilsener",2.5,2.5,"Karlovacko",5,4877
"75",1730,"Karlova&#267;ka Pivovara",1049256637,3.5,2.5,3,"Czech Pilsener",3.5,3.5,"Karlovacko",5,4877
