"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
734,"Pivovar Herold B&#345;eznice A.s.",1255147937,4,3.5,3.5,"Euro Dark Lager",3.5,3.5,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1120014791,4,4,4,"Czech Pilsener",4,4,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1273289505,3.5,3,3,"Euro Dark Lager",3.5,3.5,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1252699877,3.5,4,3.5,"Euro Dark Lager",3.5,4,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1249509297,4,4,4,"Euro Dark Lager",4,4,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1249408221,3.5,4,3,"Euro Dark Lager",3.5,3.5,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1249173252,3.5,4,3.5,"Euro Dark Lager",3.5,3,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1213312068,2,2.5,4,"Euro Dark Lager",3.5,2.5,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1178329022,4,4,4,"Euro Dark Lager",4,3.5,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1175437284,3.5,3,3.5,"Euro Dark Lager",3.5,3.5,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1171682226,3,3.5,3.5,"Euro Dark Lager",3,3.5,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1166590349,4.5,4,3.5,"Euro Dark Lager",3.5,4,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1163371303,3.5,4,4,"Euro Dark Lager",4,4,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1162002440,4,3,3.5,"Euro Dark Lager",4,3.5,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1148487230,4,4,3.5,"Euro Dark Lager",4,4,"Herold Granat",5.5,30688
734,"Pivovar Herold B&#345;eznice A.s.",1302777306,1.5,2.5,3.5,"Czech Pilsener",2.5,2,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1210262867,3.5,3.5,3,"Czech Pilsener",3.5,4,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1188129442,4,3.5,3.5,"Czech Pilsener",4,3.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1165293431,4,3.5,4,"Czech Pilsener",4,3.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1159640782,4.5,3.5,3.5,"Czech Pilsener",3.5,3.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1156213288,3.5,1,4.5,"Czech Pilsener",3,2.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1156191983,2.5,3,3.5,"Czech Pilsener",2.5,2.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1154986943,3,2.5,3,"Czech Pilsener",3,3,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1147978775,3,3,3,"Czech Pilsener",3,3,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1142658301,2,2.5,3,"Czech Pilsener",2,2.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1126916201,3.5,4,3.5,"Euro Pale Lager",3,3,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1142521252,3,3,3.5,"Czech Pilsener",3,3,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1142036292,2.5,3,3,"Czech Pilsener",3,3,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1141704659,3,4,3,"Czech Pilsener",3,3,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1141261672,3.5,4,3.5,"Czech Pilsener",3.5,3,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1135188950,3.5,3.5,4,"Czech Pilsener",4,3.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1121826423,4,4,4,"Czech Pilsener",4,3.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1124154393,3,2.5,3,"Czech Pilsener",3,2.5,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1117170461,3.5,4,4,"Czech Pilsener",4,3.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1108949253,4,3,4,"Czech Pilsener",3,3,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1101768820,3,3,4.5,"Czech Pilsener",3,2.5,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1101165764,3.5,3,4,"Czech Pilsener",4,3,"Herold Traditional Premium Bohemian Lager",5,20880
734,"Pivovar Herold B&#345;eznice A.s.",1198295742,4,4,4,"Czech Pilsener",3.5,4,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1167146837,3.5,3.5,3,"Czech Pilsener",3.5,3.5,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1156135508,4,3.5,2.5,"Czech Pilsener",3.5,3.5,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1154050168,2.5,2.5,2,"Czech Pilsener",3,2.5,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1135645064,3,2.5,3.5,"Czech Pilsener",3,3,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1122050005,4,3.5,3.5,"Czech Pilsener",4,3,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1118286927,4,3,3.5,"Czech Pilsener",3.5,4,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1105593943,4.5,3.5,3.5,"Czech Pilsener",3.5,4,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1105153673,4,3.5,4,"Czech Pilsener",3.5,4,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1028806738,3.5,4,4,"Czech Pilsener",4,3.5,"Old Stork",4.8,5351
734,"Pivovar Herold B&#345;eznice A.s.",1293945888,2.5,3.5,3.5,"Euro Strong Lager",2.5,2.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1283731498,3.5,3.5,4,"Euro Strong Lager",3.5,3.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1262033498,2,3.5,2.5,"Euro Strong Lager",3,2.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1245082308,4,4,3.5,"Euro Strong Lager",4,4.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1240786543,2.5,2.5,3,"Euro Strong Lager",2.5,2,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1233464694,2,2,2,"Euro Strong Lager",2,2,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1213667453,2.5,4,4,"Euro Strong Lager",3,4.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1226297672,3,3.5,3.5,"Euro Strong Lager",3.5,3,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1223836627,2,2,2.5,"Euro Strong Lager",1.5,2,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1219884114,1.5,2.5,2.5,"Euro Strong Lager",2,2,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1218593674,1.5,2.5,3.5,"Euro Strong Lager",1.5,1.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1214778664,3,2.5,4,"Euro Strong Lager",2.5,2,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1214017615,3,3,2.5,"Euro Strong Lager",2.5,2,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1213937048,3,3.5,3.5,"Euro Strong Lager",3.5,3,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1204251794,4,3.5,4,"Euro Strong Lager",4,3.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1203549388,3,3.5,3.5,"Euro Strong Lager",3,3.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1195754493,2.5,3,4,"Euro Strong Lager",2.5,2,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1193925033,1.5,3,2,"Euro Strong Lager",2,2,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1190763571,4,5,4,"Euro Strong Lager",4.5,4.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1183924620,2.5,2,4,"Euro Strong Lager",3,2.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1182741144,3,3.5,4,"Euro Strong Lager",3,3.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1128566409,4,4,3,"Euro Pale Lager",4,3.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1178774197,4,4,4,"Euro Strong Lager",4,3.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1178554341,3.5,4,3,"Euro Strong Lager",3.5,3.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1169745951,3,4,3.5,"Euro Strong Lager",3.5,3.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1169621201,2.5,3,3.5,"Euro Strong Lager",2.5,1.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1168916407,4,4,4,"Euro Strong Lager",4,4,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1168572712,2.5,4,3.5,"Euro Strong Lager",3,3,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1168374236,4.5,4,4,"Euro Strong Lager",4,4.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1167244083,3.5,3.5,5,"Euro Strong Lager",4,3.5,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1167057508,3.5,4,4,"Euro Strong Lager",4,4,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1165440539,4,3.5,3.5,"Euro Strong Lager",4,4,"Herold Golden Revolution",9,33870
734,"Pivovar Herold B&#345;eznice A.s.",1291986882,3,4,3,"Euro Pale Lager",4,4,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1221087106,4,4,4,"Euro Pale Lager",3.5,4,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1216599834,4,4,4,"Euro Pale Lager",4,4.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1197947599,4.5,4.5,4,"Euro Pale Lager",4.5,4.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1196056679,3.5,3,4,"Euro Pale Lager",3,3,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1184276753,4,3.5,3.5,"Euro Pale Lager",4,3.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1161815799,3,3,1,"Euro Pale Lager",3,3,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1152821431,3,3.5,3.5,"Euro Pale Lager",3,3.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1150469619,3.5,4,3.5,"Euro Pale Lager",3,3.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1149127659,3.5,2.5,3.5,"Euro Pale Lager",3,3.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1145925913,4.5,3,3,"Euro Pale Lager",4.5,4,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1142161973,4,4,4,"Euro Pale Lager",3.5,4,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1139628682,3.5,3.5,3.5,"Euro Pale Lager",3.5,3.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1136594348,3.5,3.5,3,"Euro Pale Lager",3.5,3.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1133824418,3,4,3.5,"Euro Pale Lager",3.5,3,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1132360761,4,4,4,"Euro Pale Lager",3.5,4,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1132042705,4,4,3.5,"Euro Pale Lager",4,4,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1126500565,3.5,3,4,"Euro Pale Lager",4,4,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1122450068,4.5,4.5,4,"Euro Pale Lager",4,4.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1119560893,4.5,4.5,3.5,"Euro Pale Lager",4,4.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1119444284,4,5,4,"Euro Pale Lager",4,4.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1117554431,3.5,3.5,3,"Euro Pale Lager",3,3.5,"Herold Bohemian Wheat Lager",5.1,7012
734,"Pivovar Herold B&#345;eznice A.s.",1115342117,3,3.5,3,"Euro Pale Lager",3.5,3,"Herold Bohemian Wheat Lager",5.1,7012
