"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",11206,"Pivovar Podková&#328;",1229396649,3.5,3.5,3,"Euro Dark Lager",3,3.5,"Podkovan Dark",3.8,28049
"2",11206,"Pivovar Podková&#328;",1138490544,3.5,3.5,3,"Euro Dark Lager",3,4,"Podkovan Dark",3.8,28049
"3",11206,"Pivovar Podková&#328;",1133893490,3,3,3.5,"Euro Pale Lager",3,3.5,"Diplomat Gold",6,23066
"4",11206,"Pivovar Podková&#328;",1113156678,2,2,2.5,"Euro Pale Lager",2,2,"Diplomat Gold",6,23066
"5",11206,"Pivovar Podková&#328;",1125249750,4,4,3.5,"Vienna Lager",3.5,4,"Podkovansky Barchat",4.7,25541
"6",11206,"Pivovar Podková&#328;",1133641031,4.5,4,3.5,"Czech Pilsener",3,4.5,"Diplomat Light",5,27187
"7",11206,"Pivovar Podková&#328;",1242536387,3,3,3,"Euro Dark Lager",3,3.5,"Podkovan Dark",3.8,28049
"8",11206,"Pivovar Podková&#328;",1217029810,3.5,3.5,4,"Euro Dark Lager",4,3.5,"Podkovan Dark",3.8,28049
"9",11206,"Pivovar Podková&#328;",1213989041,1,2,3,"Euro Dark Lager",1,1,"Podkovan Dark",3.8,28049
"10",11206,"Pivovar Podková&#328;",1210356385,4,2.5,3.5,"Euro Dark Lager",2.5,3.5,"Podkovan Dark",3.8,28049
"11",11206,"Pivovar Podková&#328;",1198306720,3.5,3,2.5,"Euro Dark Lager",3.5,3,"Podkovan Dark",3.8,28049
"12",11206,"Pivovar Podková&#328;",1192395883,2.5,2,4,"Euro Dark Lager",4,3,"Podkovan Dark",3.8,28049
"13",11206,"Pivovar Podková&#328;",1183771776,2,2.5,3.5,"Euro Dark Lager",2,2,"Podkovan Dark",3.8,28049
"14",11206,"Pivovar Podková&#328;",1166141129,3.5,4,3,"Euro Dark Lager",3.5,4,"Podkovan Dark",3.8,28049
"15",11206,"Pivovar Podková&#328;",1163370290,5,4,4,"Euro Dark Lager",4.5,5,"Podkovan Dark",3.8,28049
"16",11206,"Pivovar Podková&#328;",1162609294,4.5,4,3.5,"Euro Dark Lager",4.5,4,"Podkovan Dark",3.8,28049
"17",11206,"Pivovar Podková&#328;",1143235699,4.5,4,3.5,"Euro Pale Lager",3,4,"Podkovan Lager",4.7,27601
"18",11206,"Pivovar Podková&#328;",1139027129,4.5,3.5,4.5,"Euro Pale Lager",3.5,3,"Podkovan Lager",4.7,27601
"19",11206,"Pivovar Podková&#328;",1160831095,4.5,4,3.5,"Euro Dark Lager",3.5,4,"Podkovan Dark",3.8,28049
"20",11206,"Pivovar Podková&#328;",1157634230,4,3.5,4,"Euro Dark Lager",4,4,"Podkovan Dark",3.8,28049
"21",11206,"Pivovar Podková&#328;",1157333078,4,3,3.5,"Euro Dark Lager",4,4,"Podkovan Dark",3.8,28049
"22",11206,"Pivovar Podková&#328;",1156705990,4,4,4,"Euro Dark Lager",4.5,4,"Podkovan Dark",3.8,28049
"23",11206,"Pivovar Podková&#328;",1155876352,4,3.5,3,"Euro Dark Lager",4,3,"Podkovan Dark",3.8,28049
"24",11206,"Pivovar Podková&#328;",1149611417,4,4,4.5,"Euro Dark Lager",4.5,4,"Podkovan Dark",3.8,28049
"25",11206,"Pivovar Podková&#328;",1147795493,4,3.5,3,"Euro Dark Lager",3.5,4,"Podkovan Dark",3.8,28049
"26",11206,"Pivovar Podková&#328;",1146426203,4,4,4,"Euro Dark Lager",3.5,3.5,"Podkovan Dark",3.8,28049
"27",11206,"Pivovar Podková&#328;",1144993728,4,3.5,4.5,"Euro Dark Lager",3.5,3.5,"Podkovan Dark",3.8,28049
"28",11206,"Pivovar Podková&#328;",1139089655,4.5,3.5,3.5,"Euro Dark Lager",3.5,4,"Podkovan Dark",3.8,28049
"29",11206,"Pivovar Podková&#328;",1138490590,4,3.5,3.5,"Euro Dark Lager",3.5,4,"Podkovan Dark",3.8,28049
"30",11206,"Pivovar Podková&#328;",1124017586,3.5,4,2.5,"Euro Pale Lager",3.5,3.5,"Podkovanske Dia Pivo",4,25267
"31",11206,"Pivovar Podková&#328;",1264903662,5,4,4,"Euro Pale Lager",4,4.5,"Podkovan Lager",4.7,27601
"32",11206,"Pivovar Podková&#328;",1234841580,4,4,3.5,"Euro Pale Lager",4,4,"Podkovan Lager",4.7,27601
"33",11206,"Pivovar Podková&#328;",1216519414,3.5,3,3,"Euro Pale Lager",3.5,3.5,"Podkovan Lager",4.7,27601
"34",11206,"Pivovar Podková&#328;",1216336169,3,3,3,"Euro Pale Lager",3,3,"Podkovan Lager",4.7,27601
"35",11206,"Pivovar Podková&#328;",1213928707,2.5,3,3,"Euro Pale Lager",2.5,3,"Podkovan Lager",4.7,27601
"36",11206,"Pivovar Podková&#328;",1210154266,3.5,3.5,3,"Euro Pale Lager",3.5,3.5,"Podkovan Lager",4.7,27601
"37",11206,"Pivovar Podková&#328;",1194897224,3.5,3.5,3.5,"Euro Pale Lager",4,4,"Podkovan Lager",4.7,27601
"38",11206,"Pivovar Podková&#328;",1192396884,2.5,2.5,3.5,"Euro Pale Lager",3.5,2.5,"Podkovan Lager",4.7,27601
"39",11206,"Pivovar Podková&#328;",1181439812,4,2.5,3,"Euro Pale Lager",3.5,3.5,"Podkovan Lager",4.7,27601
"40",11206,"Pivovar Podková&#328;",1138489911,3.5,3,3.5,"Euro Pale Lager",3,3.5,"Podkovan Lager",4.7,27601
"41",11206,"Pivovar Podková&#328;",1172677237,4,3.5,4,"Euro Pale Lager",4,3.5,"Podkovan Lager",4.7,27601
"42",11206,"Pivovar Podková&#328;",1172196146,4.5,4,3.5,"Euro Pale Lager",4,4,"Podkovan Lager",4.7,27601
"43",11206,"Pivovar Podková&#328;",1167185560,4,4.5,5,"Euro Pale Lager",3,3,"Podkovan Lager",4.7,27601
"44",11206,"Pivovar Podková&#328;",1165184185,3.5,2.5,3,"Euro Pale Lager",2.5,3,"Podkovan Lager",4.7,27601
"45",11206,"Pivovar Podková&#328;",1160428166,4,3.5,3.5,"Euro Pale Lager",3.5,3.5,"Podkovan Lager",4.7,27601
"46",11206,"Pivovar Podková&#328;",1156699555,3,3,3.5,"Euro Pale Lager",3,2,"Podkovan Lager",4.7,27601
"47",11206,"Pivovar Podková&#328;",1147536738,2,2.5,4,"Euro Pale Lager",2,2,"Podkovan Lager",4.7,27601
"48",11206,"Pivovar Podková&#328;",1145625864,4,3.5,4,"Euro Pale Lager",3.5,3.5,"Podkovan Lager",4.7,27601
"49",11206,"Pivovar Podková&#328;",1144310095,2.5,3,3.5,"Euro Pale Lager",3,3,"Podkovan Lager",4.7,27601
"50",11206,"Pivovar Podková&#328;",1138489478,3,3,3,"Euro Pale Lager",3,3,"Podkovan Lager",4.7,27601
"51",11206,"Pivovar Podková&#328;",1135999011,4,4,3.5,"Euro Pale Lager",3.5,4,"Podkovan Lager",4.7,27601
"52",11206,"Pivovar Podková&#328;",1160855066,3.5,3.5,4,"Czech Pilsener",3.5,3.5,"Podvokan Premium Ager",5,30775
"53",11206,"Pivovar Podková&#328;",1148839390,4,3.5,4,"Czech Pilsener",4,4,"Podvokan Premium Ager",5,30775
"54",11206,"Pivovar Podková&#328;",1150725171,4,3.5,3,"Czech Pilsener",3.5,3.5,"Podkovan Lezak",5,25183
"55",11206,"Pivovar Podková&#328;",1123438534,3.5,3,3.5,"Czech Pilsener",3.5,3.5,"Podkovan Lezak",5,25183
"56",11206,"Pivovar Podková&#328;",1136779817,4,4,4,"Euro Dark Lager",3.5,4,"Diplomat Dark",4,27739
"57",11206,"Pivovar Podková&#328;",1125250682,4.5,4.5,4.5,"Euro Dark Lager",3.5,4.5,"Podkovanske Tmave",4,25542
