"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
11814,"Saugatuck Brewing Company",1325951449,4.5,4,4,"Milk / Sweet Stout",4,4,"Neapolitan Milk Stout",6.3,70670
11814,"Saugatuck Brewing Company",1325819965,4.5,4,4,"Milk / Sweet Stout",4.5,4.5,"Neapolitan Milk Stout",6.3,70670
11814,"Saugatuck Brewing Company",1325373604,4,3.5,3,"Milk / Sweet Stout",3,4.5,"Neapolitan Milk Stout",6.3,70670
11814,"Saugatuck Brewing Company",1324788714,4.5,4.5,4.5,"Milk / Sweet Stout",4.5,4.5,"Neapolitan Milk Stout",6.3,70670
11814,"Saugatuck Brewing Company",1323032475,4,3.5,4,"Milk / Sweet Stout",4,4,"Neapolitan Milk Stout",6.3,70670
11814,"Saugatuck Brewing Company",1319001114,3,4,4,"Milk / Sweet Stout",3.5,4,"Neapolitan Milk Stout",6.3,70670
11814,"Saugatuck Brewing Company",1311117537,4.5,4.5,4,"Milk / Sweet Stout",4.5,4,"Neapolitan Milk Stout",6.3,70670
11814,"Saugatuck Brewing Company",1309676488,4,4.5,4,"Milk / Sweet Stout",4,4.5,"Neapolitan Milk Stout",6.3,70670
11814,"Saugatuck Brewing Company",1319001382,3,3.5,3.5,"American Pale Wheat Ale",3,3.5,"Raspberry Wheat",5.2,74318
11814,"Saugatuck Brewing Company",1127935271,4,4.5,4,"American Porter",4,4.5,"Coal Porter",NA,26063
11814,"Saugatuck Brewing Company",1290232728,4,3.5,4,"American Porter",4,4,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1325815173,4,4,3,"American Porter",4,4.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1318298886,3.5,3,4.5,"American Porter",3.5,3.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1317958561,3,3,4,"American Porter",2.5,3,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1317883529,3,3,3,"American Porter",3.5,3.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1312915044,1.5,2,3,"American Porter",2.5,2,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1309571448,3.5,3.5,4,"American Porter",4,3.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1288749675,3,4,2.5,"American Porter",3,3.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1311814012,3,3,4,"American Blonde Ale",2.5,3,"Oval Beach Blonde Ale",5,35501
11814,"Saugatuck Brewing Company",1308801364,3,3,4,"American Porter",2.5,2.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1308456475,3.5,3.5,4,"American Porter",3,3.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1306461623,2.5,2,2.5,"American Porter",3.5,3,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1306112253,3,1.5,4,"American Porter",3,3,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1301668729,2,2.5,4,"American Porter",1,1,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1298078777,3.5,3,3.5,"American Porter",3.5,3.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1290318175,1,2,2,"American Porter",1.5,1.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1302476957,4,4.5,4,"American IPA",4,4,"Singapore IPA",7,55728
11814,"Saugatuck Brewing Company",1286680515,2.5,2.5,2.5,"American Porter",1,2.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1279510550,3.5,4,4,"American Porter",4,3.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1278899320,3,3.5,3.5,"American Porter",3,3.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1277494019,4,3.5,4.5,"American Porter",4,4,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1268884442,4,4,4.5,"American Porter",4,4,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1265505137,2.5,3,3.5,"American Porter",2.5,2.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1264825318,3.5,4.5,4,"American Porter",4,4.5,"Pier Cove Porter",6,55754
11814,"Saugatuck Brewing Company",1325996551,4,3.5,4,"American Blonde Ale",4,4,"Oval Beach Blonde Ale",5,35501
