"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",14996,"Buster's Brew Pub",1278340515,3.5,3,2.5,"American Adjunct Lager",3,2.5,"Golden Lager",NA,41807
"2",14996,"Buster's Brew Pub",1206518267,3,3.5,3,"American Adjunct Lager",2.5,2.5,"Golden Lager",NA,41807
"3",14996,"Buster's Brew Pub",1278340046,3.5,3,3.5,"Light Lager",3,2.5,"10th Mountain Light",NA,41810
"4",14996,"Buster's Brew Pub",1206525614,2.5,2.5,3,"Light Lager",2.5,2.5,"10th Mountain Light",NA,41810
"5",14996,"Buster's Brew Pub",1278340175,2,3,3.5,"English Porter",2,1.5,"Irish Porter",NA,59852
"6",14996,"Buster's Brew Pub",1277828512,2,2.5,3.5,"Light Lager",3.5,2,"Canadian Light",NA,41808
"7",14996,"Buster's Brew Pub",1206524469,3,2.5,2.5,"Light Lager",2.5,2,"Canadian Light",NA,41808
"8",14996,"Buster's Brew Pub",1206525067,3,3,3,"American Adjunct Lager",3,3,"Right Arm Blue",NA,41809
"9",14996,"Buster's Brew Pub",1206526242,4,3.5,4,"American Amber / Red Ale",4,4,"Wolfpack Red",NA,41811
"10",14996,"Buster's Brew Pub",1278340445,1,3.5,3,"Scottish Ale",2.5,1,"Scottish Ale",NA,59853
"11",14996,"Buster's Brew Pub",1278340595,2,3,2,"Irish Red Ale",2.5,2.5,"Irish Red",NA,59854
"12",14996,"Buster's Brew Pub",1206517494,3,3,3,"Winter Warmer",3,3.5,"Winter Storm Warning Ale",NA,41806
