"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1181788302,3.5,3,3,"Euro Dark Lager",3,3,"Dublin Irish Style Dark Beer",5.3,23722
"2",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1122780650,2,4,3,"Fruit / Vegetable Beer",2.5,2.5,"Raspberry DriBeer",4.7,23578
"3",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1119004729,3,3.5,3.5,"Fruit / Vegetable Beer",2.5,2.5,"Raspberry DriBeer",4.7,23578
"4",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1138332002,3.5,3,4,"Euro Dark Lager",3,3.5,"Dublin Irish Style Dark Beer",5.3,23722
"5",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1183836591,2,3.5,2,"Herbed / Spiced Beer",1.5,2.5,"Zingi Ginger Beer",4.7,31702
"6",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1183053382,2,2,2,"Herbed / Spiced Beer",2,2.5,"Zingi Ginger Beer",4.7,31702
"7",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1170307210,1,2.5,3,"Herbed / Spiced Beer",2,1,"Zingi Ginger Beer",4.7,31702
"8",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1167748859,1,3.5,2.5,"Herbed / Spiced Beer",2,1,"Zingi Ginger Beer",4.7,31702
"9",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1158892276,1,2,2.5,"Herbed / Spiced Beer",2,1,"Zingi Ginger Beer",4.7,31702
"10",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1125879860,2,3,3.5,"Euro Dark Lager",3,2,"Dublin Irish Style Dark Beer",5.3,23722
"11",5509,"Browary Warmi&#324;sko-Mazurskie Jurand Sp. Z O.o.",1152869557,4,4,3,"Herbed / Spiced Beer",3.5,4,"Zingi Ginger Beer",4.7,31702
