"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",9411,"Brasserie D'Annoeulin",1142330637,4,4,4,"Saison / Farmhouse Ale",3.5,4,"Angelus De Mars",5.5,16983
"2",9411,"Brasserie D'Annoeulin",1081260539,4,4,4,"Saison / Farmhouse Ale",4,4,"Angelus De Mars",5.5,16983
"3",9411,"Brasserie D'Annoeulin",1163008656,1,1,3,"Belgian Pale Ale",1.5,1,"Vita",6,33621
"4",9411,"Brasserie D'Annoeulin",1306610377,4,4,4,"Bière de Garde",4,4,"Angélus De Noël",7.5,69506
"5",9411,"Brasserie D'Annoeulin",1322106108,3.5,3.5,4,"Bière de Garde",3.5,3.5,"Angelus",7,18518
"6",9411,"Brasserie D'Annoeulin",1287932107,4,3,4,"Bière de Garde",3.5,4,"Angelus",7,18518
"7",9411,"Brasserie D'Annoeulin",1270657507,4.5,4,4,"Bière de Garde",4.5,4.5,"Angelus",7,18518
"8",9411,"Brasserie D'Annoeulin",1268305872,4,4.5,3,"Bière de Garde",3,4,"Angelus",7,18518
"9",9411,"Brasserie D'Annoeulin",1237416918,4,3.5,4,"Bière de Garde",3.5,4,"Angelus",7,18518
"10",9411,"Brasserie D'Annoeulin",1236199929,4,4,3.5,"Bière de Garde",3.5,3.5,"Angelus",7,18518
"11",9411,"Brasserie D'Annoeulin",1192828164,4.5,4.5,4,"Bière de Garde",4,4.5,"Angelus",7,18518
"12",9411,"Brasserie D'Annoeulin",1180639495,3.5,3,3,"Bière de Garde",4,4,"Angelus",7,18518
"13",9411,"Brasserie D'Annoeulin",1162409801,3.5,4,3,"Bière de Garde",4,3.5,"Angelus",7,18518
"14",9411,"Brasserie D'Annoeulin",1149067228,4,4,3.5,"Bière de Garde",3.5,3.5,"Angelus",7,18518
"15",9411,"Brasserie D'Annoeulin",1089059327,2.5,3,3,"Bière de Garde",3.5,3,"Angelus",7,18518
