"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",5518,"Ma&#322;opolski Browar Strzelec",1283128333,4.5,3.5,3,"Baltic Porter",4,4,"Strzelec Porter",9.2,27169
"2",5518,"Ma&#322;opolski Browar Strzelec",1262819627,4,4.5,4,"Baltic Porter",4,4.5,"Strzelec Porter",9.2,27169
"3",5518,"Ma&#322;opolski Browar Strzelec",1237695141,3,3.5,3.5,"Baltic Porter",4.5,4,"Strzelec Porter",9.2,27169
"4",5518,"Ma&#322;opolski Browar Strzelec",1217646686,3.5,3.5,4,"Baltic Porter",3.5,4,"Strzelec Porter",9.2,27169
"5",5518,"Ma&#322;opolski Browar Strzelec",1174124312,2.5,2.5,3,"Baltic Porter",2.5,2.5,"Strzelec Porter",9.2,27169
"6",5518,"Ma&#322;opolski Browar Strzelec",1167442251,3.5,4,4,"Baltic Porter",3.5,4,"Strzelec Porter",9.2,27169
"7",5518,"Ma&#322;opolski Browar Strzelec",1161049173,4,4,4,"Baltic Porter",5,4,"Strzelec Porter",9.2,27169
"8",5518,"Ma&#322;opolski Browar Strzelec",1151066280,4.5,4,4,"Baltic Porter",4,4,"Strzelec Porter",9.2,27169
"9",5518,"Ma&#322;opolski Browar Strzelec",1133499074,3.5,3.5,3.5,"Baltic Porter",4,4,"Strzelec Porter",9.2,27169
"10",5518,"Ma&#322;opolski Browar Strzelec",1280261295,2,2,3.5,"Czech Pilsener",2,2,"Strzelec Mocne",7,60485
"11",5518,"Ma&#322;opolski Browar Strzelec",1280260787,2.5,2.5,3,"Euro Pale Lager",2.5,2,"Strzelec Jasne Pelne",5.5,31368
"12",5518,"Ma&#322;opolski Browar Strzelec",1151426473,1.5,2.5,2,"Euro Pale Lager",2.5,1.5,"Strzelec Jasne Pelne",5.5,31368
"13",5518,"Ma&#322;opolski Browar Strzelec",1162696164,4,3,3.5,"Euro Strong Lager",4,3.5,"Strzelec Exrta",7.8,33546
