"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
2796,"Brouwerij 't Gaverhopke",1238466623,3.5,4,4,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1308010553,4.5,4,4,"Belgian Strong Dark Ale",4.5,5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1295222374,4,4,3,"Belgian Strong Dark Ale",4,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1321687047,4,4,5,"Belgian Strong Dark Ale",4.5,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1321507566,3.5,3.5,4,"Belgian Strong Dark Ale",4,3.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1316574989,3.5,3.5,4,"Belgian Strong Dark Ale",4,3,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1315250404,2,2,3.5,"Belgian Strong Dark Ale",3.5,2,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1314460972,3.5,3.5,3.5,"Belgian Strong Dark Ale",3.5,3.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1311821111,4.5,4,4,"Belgian Strong Dark Ale",4.5,5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1308455218,4,4,3.5,"Belgian Strong Dark Ale",5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1308347406,3.5,2.5,3,"Belgian Strong Dark Ale",3.5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1306974385,4,4,4,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1305072633,3.5,3.5,3.5,"Belgian Strong Dark Ale",3.5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1303313418,4,3.5,3.5,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1302206011,4,3.5,3,"Belgian Strong Dark Ale",4.5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1301959675,4,3.5,4,"Belgian Strong Dark Ale",4.5,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1301621764,4,4,4,"Belgian Strong Dark Ale",4.5,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1301233404,3.5,3.5,3.5,"Belgian Strong Dark Ale",3.5,3.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1301025913,4,4,3.5,"Belgian Strong Dark Ale",4,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1300460714,4.5,4,4,"Belgian Strong Dark Ale",4.5,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1300320245,3.5,3.5,3.5,"Belgian Strong Dark Ale",3.5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1300069346,4.5,4.5,4.5,"Belgian Strong Dark Ale",4.5,5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1298686902,4,4.5,4,"Belgian Strong Dark Ale",4,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1298686217,4,4.5,4,"Belgian Strong Dark Ale",3.5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1298678259,4,4,4,"Belgian Strong Dark Ale",4.5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1298314444,3,3.5,3,"Belgian Strong Dark Ale",2.5,3.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1298177542,4,4,3.5,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1296609551,5,4,4,"Belgian Strong Dark Ale",4.5,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1295821924,4,3.5,3.5,"Belgian Strong Dark Ale",4.5,5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1294769669,4,4,4,"Belgian Strong Dark Ale",4,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1293414920,4.5,3.5,4,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1293288585,3,4,4,"Belgian Strong Dark Ale",4,3.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1292973505,4,3.5,3.5,"Belgian Strong Dark Ale",3.5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1288571436,4,3,5,"Belgian Strong Dark Ale",4,3.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1286374823,3.5,4,4,"Belgian Strong Dark Ale",3.5,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1285378622,4.5,4.5,4,"Belgian Strong Dark Ale",4,4.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1284411434,4,4,3.5,"Belgian Strong Dark Ale",4,3.5,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1277576976,4,4,3.5,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1275440610,4,4,3,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1274751789,4,4,4,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
2796,"Brouwerij 't Gaverhopke",1273638525,4,4.5,4.5,"Belgian Strong Dark Ale",4,4,"'t Gaverhopke Extra",12,51942
