"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",12272,"Hobsons Brewery",1291426000,3.5,4,4,"English Dark Mild Ale",3.5,3.5,"Hobsons  Mild",3.2,26078
"2",12272,"Hobsons Brewery",1284663458,3,3,3,"English Dark Mild Ale",3,3,"Hobsons  Mild",3.2,26078
"3",12272,"Hobsons Brewery",1158970587,4,3.5,4,"English Dark Mild Ale",4,4,"Hobsons  Mild",3.2,26078
"4",12272,"Hobsons Brewery",1128079104,4.5,4.5,4,"English Dark Mild Ale",4,4,"Hobsons  Mild",3.2,26078
"5",12272,"Hobsons Brewery",1292462632,2,3,3.5,"English Bitter",2,2.5,"Town Crier",4.5,32567
"6",12272,"Hobsons Brewery",1310414759,4,4,4,"English Dark Mild Ale",4.5,4.5,"Postman's Knock",4.8,36547
"7",12272,"Hobsons Brewery",1225052320,3.5,3,3.5,"English Bitter",3.5,3.5,"Town Crier",4.5,32567
"8",12272,"Hobsons Brewery",1214599247,2.5,3,3,"English Bitter",2.5,3,"Town Crier",4.5,32567
"9",12272,"Hobsons Brewery",1157111677,4,4,4,"English Bitter",3.5,4,"Town Crier",4.5,32567
"10",12272,"Hobsons Brewery",1321991089,3,3.5,3.5,"Winter Warmer",3,3,"Old Henry",5.2,41709
"11",12272,"Hobsons Brewery",1206130928,4.5,4,3.5,"Winter Warmer",4.5,4.5,"Old Henry",5.2,41709
"12",12272,"Hobsons Brewery",1273951965,4.5,4,4,"English Pale Ale",4,4.5,"Twisted Spire",3.6,58349
"13",12272,"Hobsons Brewery",1319902135,3,2.5,3,"English Pale Ale",3,3,"Old Comrade",4.2,74645
"14",12272,"Hobsons Brewery",1300750922,3.5,2.5,3,"English Dark Mild Ale",3.5,3.5,"Postman's Knock",4.8,36547
"15",12272,"Hobsons Brewery",1213298710,3.5,3,3.5,"English Dark Mild Ale",4,3.5,"Postman's Knock",4.8,36547
"16",12272,"Hobsons Brewery",1202843810,4,3.5,4,"English Dark Mild Ale",4,3.5,"Postman's Knock",4.8,36547
"17",12272,"Hobsons Brewery",1177788110,3.5,4,3.5,"English Dark Mild Ale",3.5,3.5,"Postman's Knock",4.8,36547
"18",12272,"Hobsons Brewery",1315234214,3.5,3,3.5,"English Bitter",3.5,4,"Manor Ale",4.2,32655
"19",12272,"Hobsons Brewery",1251261557,5,4,4,"English Bitter",4.5,5,"Manor Ale",4.2,32655
"20",12272,"Hobsons Brewery",1157542515,4.5,4,4.5,"English Bitter",4,4,"Manor Ale",4.2,32655
"21",12272,"Hobsons Brewery",1155285013,4.5,4,4,"English Bitter",4.5,4.5,"Hobsons Best Bitter",3.8,30757
"22",12272,"Hobsons Brewery",1148750997,4,3.5,4.5,"English Bitter",4,4,"Hobsons Best Bitter",3.8,30757
