"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1281456555,2,2.5,3.5,"Vienna Lager",2.5,2.5,"Diekirch Grand Cru Ambrée",5.1,16942
"2",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1223715367,2.5,3.5,3.5,"Vienna Lager",2.5,2.5,"Diekirch Grand Cru Ambrée",5.1,16942
"3",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1205691144,4,4,4,"Vienna Lager",4,4,"Diekirch Grand Cru Ambrée",5.1,16942
"4",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1192384520,3,2,3,"Vienna Lager",2.5,2.5,"Diekirch Grand Cru Ambrée",5.1,16942
"5",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1142032643,3,3,3,"Vienna Lager",3,3,"Diekirch Grand Cru Ambrée",5.1,16942
"6",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1081070998,2.5,2,3,"Vienna Lager",2,2.5,"Diekirch Grand Cru Ambrée",5.1,16942
"7",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1226183047,4.5,4,4,"Euro Pale Lager",3.5,3.5,"Mousel Gezwieckelte Bier",4.8,9679
"8",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1131222968,3.5,3.5,4,"Euro Pale Lager",4,3.5,"Mousel Altmunster",5.5,26791
"9",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1309207044,2.5,2,1.5,"Euro Pale Lager",1,2,"Diekirch Premium",4.8,9677
"10",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1276474065,3.5,3,3.5,"Euro Pale Lager",3,3,"Diekirch Premium",4.8,9677
"11",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1272919040,2,2,3,"Euro Pale Lager",2.5,2,"Diekirch Premium",4.8,9677
"12",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1264106781,2.5,3,2.5,"Euro Pale Lager",2,2,"Diekirch Premium",4.8,9677
"13",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1262558384,1.5,2,3,"Euro Pale Lager",1.5,1.5,"Diekirch Premium",4.8,9677
"14",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1182640184,1.5,1,3,"Euro Pale Lager",2.5,1.5,"Diekirch Premium",4.8,9677
"15",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1165760047,3,3,4,"Euro Pale Lager",3,2.5,"Diekirch Premium",4.8,9677
"16",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1142787387,3.5,2.5,2.5,"Euro Pale Lager",3,2.5,"Diekirch Premium",4.8,9677
"17",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1126911113,2.5,2,3,"Euro Pale Lager",3,2,"Diekirch Premium",4.8,9677
"18",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1120840922,4.5,4,4.5,"Euro Pale Lager",5,3.5,"Diekirch Premium",4.8,9677
"19",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1112229503,4,4.5,4,"Euro Pale Lager",4,4.5,"Diekirch Premium",4.8,9677
"20",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1109379083,4,2,4.5,"Euro Pale Lager",2,2,"Diekirch Premium",4.8,9677
"21",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1052859989,2.5,2,3,"Euro Pale Lager",2,2.5,"Diekirch Premium",4.8,9677
"22",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1271180702,3.5,3,3,"German Pilsener",3,3,"Mousel Premium Pils",4.8,9678
"23",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1220384521,2,2,2.5,"German Pilsener",2,2,"Mousel Premium Pils",4.8,9678
"24",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1207250340,3.5,3,3.5,"German Pilsener",3,3,"Mousel Premium Pils",4.8,9678
"25",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1189576972,3.5,3,3,"German Pilsener",3.5,3.5,"Mousel Premium Pils",4.8,9678
"26",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1182697253,2,3,3.5,"German Pilsener",2,2,"Mousel Premium Pils",4.8,9678
"27",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1148488437,3,2.5,2.5,"German Pilsener",2.5,3,"Mousel Premium Pils",4.8,9678
"28",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1126474620,3.5,2.5,3.5,"German Pilsener",3.5,3,"Mousel Premium Pils",4.8,9678
"29",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1120842481,3,3,4,"German Pilsener",3,3,"Mousel Premium Pils",4.8,9678
"30",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1100821959,3,3,3,"German Pilsener",2.5,3,"Mousel Premium Pils",4.8,9678
"31",2697,"Brasserie de Luxembourg Mousel -Diekirch SA",1262100837,3.5,3,3.5,"Vienna Lager",2.5,3.5,"Diekirch Christmas",5.1,55074
