"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",25032,"Triple Voodoo Brewing",1323760692,5,4.5,4.5,"Tripel",4.5,5,"Triple Voodoo Inception Belgian Style Ale",8,67496
"2",25032,"Triple Voodoo Brewing",1326250559,4,4,4,"Tripel",4,4,"Triple Voodoo Inception Belgian Style Ale",8,67496
"3",25032,"Triple Voodoo Brewing",1321753892,3.5,3.5,4,"Tripel",3.5,3,"Triple Voodoo Inception Belgian Style Ale",8,67496
"4",25032,"Triple Voodoo Brewing",1321582319,4,4,4,"Tripel",4,4,"Triple Voodoo Inception Belgian Style Ale",8,67496
"5",25032,"Triple Voodoo Brewing",1321464980,4,3.5,4,"Tripel",4,3.5,"Triple Voodoo Inception Belgian Style Ale",8,67496
"6",25032,"Triple Voodoo Brewing",1321431220,4,4,4,"Tripel",4,4,"Triple Voodoo Inception Belgian Style Ale",8,67496
"7",25032,"Triple Voodoo Brewing",1318791679,3.5,3.5,3.5,"Tripel",4,4,"Triple Voodoo Inception Belgian Style Ale",8,67496
"8",25032,"Triple Voodoo Brewing",1311227088,4,4,4,"Tripel",4,4,"Triple Voodoo Inception Belgian Style Ale",8,67496
"9",25032,"Triple Voodoo Brewing",1307680634,4,3,4,"Tripel",4,4.5,"Triple Voodoo Inception Belgian Style Ale",8,67496
"10",25032,"Triple Voodoo Brewing",1304609153,4,4,4,"Tripel",4,4,"Triple Voodoo Inception Belgian Style Ale",8,67496
"11",25032,"Triple Voodoo Brewing",1301005121,3.5,3,4,"Tripel",3.5,4,"Triple Voodoo Inception Belgian Style Ale",8,67496
