"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
789,"Sand Creek Brewing Company",1307682996,4,3.5,3.5,"Oatmeal Stout",4,4,"Oscar's Chocolate Oatmeal Stout",4.5,24230
789,"Sand Creek Brewing Company",1153112511,4,4,3.5,"Hefeweizen",4,4,"Woody's Wheat",5,24137
789,"Sand Creek Brewing Company",1303604597,4,4,4,"Hefeweizen",3.5,4,"Lilja's Heifer Weizen",5.3,42087
789,"Sand Creek Brewing Company",1060223492,4.5,4,4,"American Blonde Ale",4.5,4,"Sand Creek Golden Ale",5,8638
789,"Sand Creek Brewing Company",1123385607,4,4,2.5,"English Brown Ale",4,4,"English Style Special Ale",5.5,3729
789,"Sand Creek Brewing Company",1169429242,3.5,3.5,3.5,"American IPA",4,4,"Wild Ride IPA",6,26073
789,"Sand Creek Brewing Company",1145755521,3,3.5,3,"Kölsch",3,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1168297961,3,3,3.5,"American IPA",3.5,3,"Wild Ride IPA",6,26073
789,"Sand Creek Brewing Company",1315626595,3,3,3.5,"Kölsch",3.5,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1296067906,4,3.5,3.5,"Kölsch",3.5,4,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1279689578,4,4,3,"Kölsch",2,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1265959973,4.5,3.5,3,"Kölsch",3,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1261871752,2.5,2,2.5,"Kölsch",2,2,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1251915567,3,3.5,3.5,"Kölsch",4,3,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1248750723,2.5,3,3,"Kölsch",3,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1248400232,3.5,3,3,"Kölsch",3.5,3,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1248319815,4,3,2,"Kölsch",3,3,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1245119119,2.5,3,2.5,"Kölsch",3.5,3,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1239896262,1.5,2,2,"Kölsch",3,2,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1238301971,5,5,4.5,"Kölsch",5,5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1228239965,2,2,2.5,"Kölsch",3,2,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1228018300,3,3,3,"Kölsch",4,4,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1217883922,3,3,3,"Kölsch",3,3,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1217169603,2.5,2.5,4,"Kölsch",2.5,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1216145661,2,2,3,"Kölsch",2.5,2,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1214098101,4,2.5,3,"Kölsch",3.5,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1213822690,4,3,3,"Kölsch",3.5,3,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1202962553,2.5,3.5,3,"Kölsch",3,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1193718224,4.5,2.5,3,"Kölsch",3,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1148535715,4,3,3.5,"Kölsch",3,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1187835008,4,3.5,3.5,"Kölsch",4.5,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1186799096,4,4,2,"Kölsch",4.5,4.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1174914133,3,2.5,3.5,"Kölsch",3,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1162080486,3,2.5,2.5,"Kölsch",3,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1159505460,2.5,3,2.5,"Kölsch",3,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1157834508,4,3.5,3,"Kölsch",4,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1157682296,4,3.5,4,"Kölsch",4,3.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1153098514,2.5,2.5,3,"Kölsch",2.5,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1153098289,2.5,2.5,2.5,"Kölsch",2,2.5,"Groovy Brew",4.5,30092
789,"Sand Creek Brewing Company",1263348575,4,3.5,3.5,"Bock",3,4,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1261918561,4.5,3.5,4,"Bock",4,4.5,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1256593481,3.5,3.5,4,"Bock",3.5,3.5,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1248888627,4,4,3.5,"Bock",3.5,4,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1243989738,4,4,3.5,"Bock",4,4.5,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1242793794,3.5,4,3.5,"Bock",3,4,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1239764131,4,3.5,3,"Bock",3.5,4,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1237690729,4,4,4,"Bock",4,3.5,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1205696685,4,3.5,3.5,"Bock",4,4,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1309573145,4,3.5,4,"American Stout",4,4,"Lilja's Sasquatch Stout",7,56081
789,"Sand Creek Brewing Company",1181225108,4,4,4,"Bock",4,4,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1175436534,4,4,3.5,"Bock",4,4,"Pioneer Oderbolz Bock",6.5,32888
789,"Sand Creek Brewing Company",1158959154,3.5,4,3.5,"Bock",3,3.5,"Pioneer Oderbolz Bock",6.5,32888
