"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
29,"Anheuser-Busch",1237434346,2,3,2,"Fruit / Vegetable Beer",1,2,"Budweiser Chelada",5,37389
29,"Anheuser-Busch",1010961427,3,1.5,3,"American Adjunct Lager",2,1.5,"Bud Ice",5.5,1642
29,"Anheuser-Busch",1038985493,2,1,1,"Light Lager",2,2,"Michelob Light",4.3,1253
29,"Anheuser-Busch",1111544963,3,2.5,4,"Bock",1.5,2,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1303061057,3.5,3,3,"Light Lager",3,4,"Bud Light",4.2,1320
29,"Anheuser-Busch",1279081287,2.5,1.5,1.5,"Light Lager",1,1.5,"Bud Light",4.2,1320
29,"Anheuser-Busch",1264531160,3.5,1,1.5,"Light Lager",1.5,2.5,"Bud Light",4.2,1320
29,"Anheuser-Busch",1220406804,2.5,2,2,"American Amber / Red Lager",2,2,"Redbridge",4,34257
29,"Anheuser-Busch",1278948415,2,2,3,"Light Lager",1.5,2,"Busch Light",4.1,1390
29,"Anheuser-Busch",1278686994,4,2,1.5,"Light Lager",1.5,2.5,"Busch Light",4.1,1390
29,"Anheuser-Busch",1268579652,2,2,2,"Light Lager",2,2,"Bud Light Lime",4.2,41821
29,"Anheuser-Busch",1216147375,2.5,2.5,3.5,"Light Lager",3,2,"Bud Light Lime",4.2,41821
29,"Anheuser-Busch",1131244535,3,1.5,1.5,"American Adjunct Lager",2.5,2,"Natural Ice",5.9,653
29,"Anheuser-Busch",1180571338,3,2.5,1.5,"American Adjunct Lager",3,3,"Budweiser",5,65
29,"Anheuser-Busch",1241162828,2,2,2.5,"Witbier",2,1.5,"Shock Top Belgian White",5.2,39908
29,"Anheuser-Busch",1235867573,2,1.5,2,"Witbier",2,2,"Shock Top Belgian White",5.2,39908
29,"Anheuser-Busch",1210211566,1,1,2,"Witbier",1,1,"Shock Top Belgian White",5.2,39908
29,"Anheuser-Busch",1199088497,2,2,2.5,"Fruit / Vegetable Beer",2,1.5,"Tequiza",4.5,1183
29,"Anheuser-Busch",1217417643,3,3,4,"Light Lager",3,2,"Budweiser Select",4.3,20732
29,"Anheuser-Busch",1172552842,2.5,2.5,2,"Light Lager",2,2,"Budweiser Select",4.3,20732
29,"Anheuser-Busch",1157955774,4,2,1,"Light Lager",3,1.5,"Budweiser Select",4.3,20732
29,"Anheuser-Busch",1313897998,3.5,3.5,4,"American Blonde Ale",4,3.5,"Beach Bum Blonde Ale",5.4,30727
29,"Anheuser-Busch",1178254767,2,2,3,"Light Lager",2,2,"Budweiser Select",4.3,20732
29,"Anheuser-Busch",1269244292,2,1,1,"Light Lager",1,1,"Natural Light",4.2,1524
29,"Anheuser-Busch",1263713182,1,1,1,"Light Lager",1,1.5,"Natural Light",4.2,1524
29,"Anheuser-Busch",1263082472,2,2.5,3,"Light Lager",2.5,3,"Natural Light",4.2,1524
29,"Anheuser-Busch",1262461166,3.5,2,2,"Light Lager",2.5,2.5,"Natural Light",4.2,1524
29,"Anheuser-Busch",1219242584,1,1.5,3.5,"Light Lager",2,1,"Natural Light",4.2,1524
29,"Anheuser-Busch",1193690028,2.5,2,1.5,"Light Lager",2,1.5,"Natural Light",4.2,1524
29,"Anheuser-Busch",1193119252,3,1.5,1.5,"Light Lager",1.5,1,"Natural Light",4.2,1524
29,"Anheuser-Busch",1228784551,3,2.5,3,"Bock",3,2.5,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1048176077,2.5,2,2.5,"Light Lager",2.5,2,"Bud Light",4.2,1320
29,"Anheuser-Busch",1228661625,4,3.5,3.5,"Bock",3,3,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1228612576,2,2,3,"Bock",2,3,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1297994704,2,1.5,1.5,"Light Lager",1.5,2,"Bud Light",4.2,1320
29,"Anheuser-Busch",1218319964,4,4,4,"Bock",4,4.5,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1206513676,2.5,3,2.5,"Bock",3,3,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1175967109,1.5,2,2,"Light Lager",2,1.5,"Michelob Golden Draft Light",4.1,2639
29,"Anheuser-Busch",1278006144,4,4,4,"Herbed / Spiced Beer",4,4,"Bud Light Golden Wheat",4.1,51464
29,"Anheuser-Busch",1232557196,3,2,3.5,"American Amber / Red Ale",3.5,2.5,"Budweiser American Ale",5.3,43118
29,"Anheuser-Busch",1176422380,3.5,2.5,2.5,"Bock",2,3,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1110337936,3,2.5,3.5,"Bock",3,3,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1099807873,3.5,3,3.5,"Bock",3,3,"Michelob Amber Bock",5.2,1252
29,"Anheuser-Busch",1225305608,4,3.5,3.5,"American Amber / Red Ale",4,3.5,"Budweiser American Ale",5.3,43118
29,"Anheuser-Busch",1257025518,3.5,3,3.5,"Hefeweizen",3.5,3.5,"Michelob Bavarian Style Wheat",5.2,32543
29,"Anheuser-Busch",1199241036,2.5,4,3.5,"Hefeweizen",3,2.5,"Michelob Bavarian Style Wheat",5.2,32543
29,"Anheuser-Busch",1225243440,1.5,1.5,2,"Light Lager",2,1.5,"Busch Light",4.1,1390
29,"Anheuser-Busch",1222209689,3,3,4,"American Pale Lager",3,3,"Michelob (Original Lager)",5,7313
29,"Anheuser-Busch",1160628022,1,1,1.5,"Fruit / Vegetable Beer",1,1,"Tequiza",4.5,1183
29,"Anheuser-Busch",1199092132,2,1.5,2,"Light Lager",2,1.5,"Busch Light",4.1,1390
29,"Anheuser-Busch",1247551642,2.5,2,2,"Fruit / Vegetable Beer",1.5,1.5,"Tequiza",4.5,1183
29,"Anheuser-Busch",1292554244,2.5,3.5,4,"Fruit / Vegetable Beer",3,3.5,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1273779886,3.5,3,3.5,"Fruit / Vegetable Beer",3,3,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1252278625,3.5,3,3,"Fruit / Vegetable Beer",3,3,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1229779247,3,3.5,3.5,"Fruit / Vegetable Beer",3.5,3.5,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1223526574,3.5,3.5,4,"Fruit / Vegetable Beer",3.5,4,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1220022379,1,3.5,3.5,"Fruit / Vegetable Beer",3.5,2,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1218775542,2.5,3,3.5,"Fruit / Vegetable Beer",3,3,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1239952120,1.5,1,2,"Fruit / Vegetable Beer",2,1,"Tequiza",4.5,1183
29,"Anheuser-Busch",1216187674,2,3.5,2.5,"Fruit / Vegetable Beer",3.5,1.5,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1212434064,3,3,4,"Fruit / Vegetable Beer",3.5,3.5,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1210395500,2,3,4,"Fruit / Vegetable Beer",3,3,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1208353694,1.5,4.5,3,"Fruit / Vegetable Beer",1.5,1,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1206578114,3,3,3.5,"Fruit / Vegetable Beer",3.5,3,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1204429115,1,2,2.5,"Fruit / Vegetable Beer",3,1.5,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1203558093,3,2,2,"Fruit / Vegetable Beer",4,3,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1200696037,2.5,3.5,4,"Fruit / Vegetable Beer",2.5,2.5,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1200616334,3,3.5,3.5,"Fruit / Vegetable Beer",3,3,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1199504273,3,3,3.5,"Fruit / Vegetable Beer",3.5,3,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1199222353,3.5,3.5,3,"Fruit / Vegetable Beer",2.5,3.5,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1199211599,2.5,2,3.5,"Fruit / Vegetable Beer",3,2,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1196272728,2,4,4,"Fruit / Vegetable Beer",2.5,2.5,"Michelob Celebrate Cherry Lager",8.5,39005
29,"Anheuser-Busch",1196235271,4,4,4,"Fruit / Vegetable Beer",3.5,3.5,"Michelob Celebrate Cherry Lager",8.5,39005
