"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",24326,"No Label Brewing Company",1325379149,3,2.5,3,"Milk / Sweet Stout",2.5,3.5,"Elda M Milk Stout",NA,76495
"2",24326,"No Label Brewing Company",1325352498,4,4.5,4,"Milk / Sweet Stout",3.5,4,"Elda M Milk Stout",NA,76495
"3",24326,"No Label Brewing Company",1324253395,4,4.5,4,"Milk / Sweet Stout",4,4.5,"Elda M Milk Stout",NA,76495
"4",24326,"No Label Brewing Company",1310217720,4,4,4,"American Pale Ale (APA)",3.5,4.5,"Pale Horse",NA,65134
"5",24326,"No Label Brewing Company",1294449612,4.5,4.5,4,"American Pale Ale (APA)",4.5,4.5,"Pale Horse",NA,65134
"6",24326,"No Label Brewing Company",1320294563,3.5,3,4,"American Amber / Red Ale",4,4,"Ridgeback Ale",NA,65133
"7",24326,"No Label Brewing Company",1294449168,4,3,4,"American Amber / Red Ale",3.5,3.5,"Ridgeback Ale",NA,65133
"8",24326,"No Label Brewing Company",1321557174,3.5,3.5,4,"Hefeweizen",4,3.5,"El Hefe",NA,69493
"9",24326,"No Label Brewing Company",1315530539,3.5,3,3.5,"Hefeweizen",3,3,"El Hefe",NA,69493
"10",24326,"No Label Brewing Company",1311690056,4.5,4,4,"Hefeweizen",4.5,5,"El Hefe",NA,69493
"11",24326,"No Label Brewing Company",1310956516,4,3,2.5,"Hefeweizen",4,4.5,"El Hefe",NA,69493
"12",24326,"No Label Brewing Company",1310875218,4,3.5,3.5,"Hefeweizen",3.5,3.5,"El Hefe",NA,69493
"13",24326,"No Label Brewing Company",1307044420,5,5,5,"Hefeweizen",5,5,"El Hefe",NA,69493
"14",24326,"No Label Brewing Company",1324005687,3,3,4,"American Dark Wheat Ale",3,3,"Black Wit-O",NA,73360
"15",24326,"No Label Brewing Company",1318122322,3,3,3.5,"American Dark Wheat Ale",2.5,3.5,"Black Wit-O",NA,73360
"16",24326,"No Label Brewing Company",1316719332,4,4,4,"American Dark Wheat Ale",4,4,"Black Wit-O",NA,73360
