"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
96,"Magic Hat Brewing Company",1040106584,4,4,4,"Fruit / Vegetable Beer",4.5,4.5,"#9",5.1,299
96,"Magic Hat Brewing Company",1131596877,4,4,3.5,"Hefeweizen",3,3.5,"Batch 370",5,23611
96,"Magic Hat Brewing Company",1169938758,4.5,4.5,4,"German Pilsener",4,3.5,"60 Winks",5.8,34967
96,"Magic Hat Brewing Company",1169921241,4,3.5,3,"German Pilsener",3.5,4,"60 Winks",5.8,34967
96,"Magic Hat Brewing Company",1264281962,3,2.5,3,"Schwarzbier",3,3,"Howl",4.6,52704
96,"Magic Hat Brewing Company",1209169100,5,5,4.5,"American Amber / Red Ale",4,5,"Roxy Rolles",5.1,33200
96,"Magic Hat Brewing Company",1232785386,3,3.5,3.5,"American IPA",3,3.5,"Lucky Kat",5.8,40999
96,"Magic Hat Brewing Company",1039503505,4,4,3,"Fruit / Vegetable Beer",3.5,4,"#9",5.1,299
96,"Magic Hat Brewing Company",1038419804,4,4,3.5,"Fruit / Vegetable Beer",3.5,4,"#9",5.1,299
96,"Magic Hat Brewing Company",1038089374,4,4,3.5,"Fruit / Vegetable Beer",3.5,4.5,"#9",5.1,299
96,"Magic Hat Brewing Company",1324941947,3,3,3,"Fruit / Vegetable Beer",3.5,4,"#9",5.1,299
96,"Magic Hat Brewing Company",1237861858,3.5,3.5,3.5,"Fruit / Vegetable Beer",3,3.5,"#9",5.1,299
96,"Magic Hat Brewing Company",1061692969,3,3,3,"American Pale Ale (APA)",3,3,"Fat Angel",5,295
96,"Magic Hat Brewing Company",1248713143,3,2.5,3.5,"Fruit / Vegetable Beer",3,2.5,"Wacko",4.5,48190
96,"Magic Hat Brewing Company",1248633712,4,3,3.5,"Fruit / Vegetable Beer",4,4,"Wacko",4.5,48190
96,"Magic Hat Brewing Company",1250989039,4.5,5,4,"American Amber / Red Ale",3.5,4,"Roxy Rolles",5.1,33200
96,"Magic Hat Brewing Company",1314654174,4,4,4,"American Amber / Red Ale",4.5,4,"Roxy Rolles",5.1,33200
96,"Magic Hat Brewing Company",1199229291,4,3.5,4,"American Amber / Red Ale",4,4,"Roxy Rolles",5.1,33200
96,"Magic Hat Brewing Company",1261423000,3,3.5,3,"American Amber / Red Ale",3,3,"Roxy Rolles",5.1,33200
96,"Magic Hat Brewing Company",1261321869,3.5,3,3,"American Amber / Red Ale",4,3.5,"Roxy Rolles",5.1,33200
96,"Magic Hat Brewing Company",1173137855,3,3,4,"American Amber / Red Ale",3.5,3,"Roxy Rolles",5.1,33200
96,"Magic Hat Brewing Company",1213324585,2.5,2.5,3,"English Dark Mild Ale",2.5,2,"Odd Notion (Summer 08)",4.2,42159
96,"Magic Hat Brewing Company",1210853824,3,4,4,"English Dark Mild Ale",3.5,3,"Odd Notion (Summer 08)",4.2,42159
96,"Magic Hat Brewing Company",1250840539,4.5,3,4,"American IPA",4,3.5,"Lucky Kat",5.8,40999
96,"Magic Hat Brewing Company",1240452792,3.5,3,4,"American IPA",3,3.5,"Lucky Kat",5.8,40999
96,"Magic Hat Brewing Company",1240271447,3.5,3,3,"American IPA",3.5,3.5,"Lucky Kat",5.8,40999
96,"Magic Hat Brewing Company",1208818300,3,3,4,"American IPA",3.5,3,"Lucky Kat",5.8,40999
96,"Magic Hat Brewing Company",1260579544,4,3.5,4,"American IPA",3.5,4,"Lucky Kat",5.8,40999
96,"Magic Hat Brewing Company",1078032313,3,3,3,"Fruit / Vegetable Beer",3,3,"#9",5.1,299
96,"Magic Hat Brewing Company",1077194768,4,3.5,4,"Fruit / Vegetable Beer",4,3.5,"#9",5.1,299
96,"Magic Hat Brewing Company",1076888883,3.5,3.5,3,"Fruit / Vegetable Beer",3.5,3,"#9",5.1,299
